Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
LP_S111_3 X111 Hybrid LP Rhizosphere 3 P06 103 77 644 0 3 22 243 36 53 0 0 0 0 111 0 0 0 208 7 0 0 144 757 3 0 0 0 0 4140 0 168 5 5 5 0 0 2 9 15 144 16532 8401 7631 0 19443 0 0 727 0 0 4 0 286 1025 2120 4 238 45 0
LP_S112_1 X112 Hybrid LP Rhizosphere 1 P03 54 57 576 0 6 15 136 14 610 5 29 0 0 380 0 0 0 370 0 0 0 0 442 12 2 0 0 0 7 0 0 8 5 45 28 12 0 66 13 152 268 1442 1590 0 39155 0 0 620 0 0 0 79 164 422 1118 0 175 50 0
LP_S112_2 X112 Hybrid LP Rhizosphere 2 P03 128 337 1540 0 2 10 76 13 84 0 0 14 5 167 0 0 7 451 8 0 0 755 281 16 3 4 0 3 38 0 0 0 79 41 13 9 0 15 31 187 1753 14481 6753 0 58835 2 5 860 0 3 3 5 75 509 812 4 132 24 0
LP_S112_3 X112 Hybrid LP Rhizosphere 3 P03 207 286 8303 0 0 19 294 26 112 4 0 5 0 192 0 5 0 175 0 0 0 71 597 0 0 0 0 6 652 0 0 0 0 0 9 5 0 12 26 209 1397 3596 1465 0 70441 8 5 535 0 0 6 0 263 663 2680 8 78 76 0
LP_S113_1 X113 Hybrid LP Rhizosphere 1 P16 169 151 59 0 0 26 213 6 314 0 35 0 0 459 8 0 6 383 25 0 19 0 846 40 13 0 0 0 10 0 0 2 9 38 26 10 0 15 36 151 1149 813 7206 0 17097 15 11 1675 2 0 2 10 119 651 1666 0 350 448 0
LP_S113_2 X113 Hybrid LP Rhizosphere 2 P16 314 3479 962 0 0 35 160 27 118 0 5 31 14 183 0 9 4 604 13 0 3 423 489 12 4 0 0 0 91 0 0 3 190 40 11 9 0 24 43 176 1324 3921 2764 0 80167 13 8 1249 0 0 4 4 145 1215 1511 0 116 20 0
LP_S113_3 X113 Hybrid LP Rhizosphere 3 P16 46 34 361 0 0 25 542 20 378 0 0 5 8 214 0 0 0 296 0 0 4 74 304 21 0 0 0 0 197 0 0 0 11 0 10 5 0 54 13 74 5333 1797 3014 0 36470 8 0 402 0 0 6 19 109 3414 23958 0 82 74 0
LP_S114_1 X114 Hybrid LP Rhizosphere 1 P09 152 155 110 0 0 65 270 24 156 3 8 0 4 522 15 13 8 756 75 0 36 10 1867 33 10 0 3 0 80 3 0 13 23 100 21 17 0 58 85 324 2875 3986 7961 0 24584 7 7 1704 0 0 0 7 297 713 1833 0 444 48 0
LP_S114_2 X114 Hybrid LP Rhizosphere 2 P09 271 525 375 0 9 13 222 8 278 0 3 38 12 231 9 4 3 731 18 0 3 974 499 25 4 0 2 6 142 0 4 3 207 34 12 0 0 20 32 139 470 1860 5296 0 73928 0 3 1411 0 0 0 0 120 919 1244 0 111 14 0
LP_S114_3 X114 Hybrid LP Rhizosphere 3 P09 29 71 2310 0 3 12 216 32 53 0 0 0 0 65 0 0 0 96 0 0 0 314 241 0 0 0 3 0 1038 0 0 0 0 0 0 4 0 6 10 75 2017 697 971 0 29279 0 0 301 0 0 6 0 116 308 837 5 65 18 0
LP_S115_1 X115 Hybrid LP Rhizosphere 1 P06 18 29 54 0 0 14 78 12 73 2 15 0 0 206 5 0 0 267 8 0 0 0 298 7 6 0 2 0 0 0 0 2 0 10 29 4 0 8 18 96 210 516 4130 0 32909 2 0 503 0 0 12 0 74 268 1203 0 104 11 0
LP_S115_2 X115 Hybrid LP Rhizosphere 2 P06 119 2795 746 0 10 13 153 14 122 0 6 19 0 198 0 8 0 505 11 0 0 81 476 13 8 0 0 419 45 0 4 4 176 36 19 2 0 23 28 152 1100 2366 19473 0 44545 5 5 2162 0 2 17 3 119 15020 1446 0 93 32 0
LP_S115_3 X115 Hybrid LP Rhizosphere 3 P06 139 67 769 0 0 24 263 54 54 2 0 0 0 206 7 0 2 196 0 0 0 68 447 0 0 0 0 3 1486 0 0 0 2 11 9 0 0 5 28 126 2566 11862 2302 0 50078 5 5 628 0 0 4 0 172 1184 2350 8 192 47 0
LP_S116_1 X116 Hybrid LP Rhizosphere 1 P03 184 86 123 0 0 5 74 3 74 0 17 0 0 201 8 0 0 157 25 0 3 27 385 5 0 0 0 106 0 0 0 0 3 20 10 0 0 6 24 15472 191 219 2057 0 14155 0 0 361 3 0 0 18 62 1051 657 0 150 14 0
LP_S116_2 X116 Hybrid LP Rhizosphere 2 P03 78 267 210 0 6 8 172 6 52 0 3 23 0 83 0 0 0 409 22 0 2 19 576 12 4 0 3 2 52 0 0 5 0 13 4 0 2 20 28 82 644 3736 6570 0 84558 0 2 478 0 3 0 0 60 536 965 7 50 104 0
LP_S116_3 X116 Hybrid LP Rhizosphere 3 P03 201 343 2002 15 3 61 594 76 164 3 0 5 7 340 0 0 0 625 8 0 0 83 1581 11 4 0 40 12 741 0 5 3 9 12 30 9 4 36 52 285 1999 3614 15056 0 38495 12 16 1627 3 0 15 6 177 1976 3917 12 346 697 0
LP_S117_1 X117 Hybrid LP Rhizosphere 1 P09 71 3286 2105 0 0 64 253 19 125 0 303 0 0 772 4 9 21 806 86 0 43 0 1668 94 16 25 11 0 8 0 0 21 0 45 62 7 4 8 197 276 731 509 8836 0 6193 12 13 2805 0 0 0 0 261 2588 2268 0 713 71 0
LP_S117_2 X117 Hybrid LP Rhizosphere 2 P09 319 519 661 0 9 34 295 34 88 4 12 41 7 397 0 0 0 1060 6 0 8 49 1855 17 0 0 6 0 5118 0 9 7 15 25 25 0 0 34 55 231 2452 2890 3266 0 48024 16 9 903 0 0 3 9 187 703 2142 21 159 37 0
LP_S117_3 X117 Hybrid LP Rhizosphere 3 P09 137 235 1372 7 0 40 326 38 173 0 5 13 0 213 0 0 0 237 4 5 0 159 941 14 0 0 3 4 1382 0 5 0 81 14 13 3 0 9 263 219 1800 1887 29162 0 56182 17 0 1476 0 0 4 0 196 1136 2746 7 245 66 0
LP_S118_1 X118 Hybrid LP Rhizosphere 1 P03 317 249 1873 0 0 23 147 9 211 0 41 4 0 279 9 0 0 369 21 0 20 0 859 15 4 0 3 0 11 0 27 0 0 23 32 3 0 7 44 258 985 632 22132 0 13841 5 5 1264 0 0 0 1011 284 955 2482 0 217 616 5
LP_S118_2 X118 Hybrid LP Rhizosphere 2 P03 135 376 1930 0 6 12 262 33 124 2 7 59 15 211 0 0 3 476 20 0 0 169 1298 19 5 0 3 0 63 0 0 0 196 39 16 5 0 72 34 192 618 34538 3486 0 59206 6 5 1596 0 5 15 0 131 444 1324 0 146 51 0
LP_S118_3 X118 Hybrid LP Rhizosphere 3 P03 147 277 17254 22 2 60 471 19 182 0 0 5 0 326 6 0 0 638 7 0 0 5 913 10 0 3 2 0 435 0 0 0 0 18 28 4 0 310 57 273 1191 11272 5081 0 49216 7 19 930 0 0 8 0 276 2536 2984 3 375 302 0
LP_S119_1 X119 Teosinte LP Rhizosphere 1 P03 328 601 76 0 0 11 36 42 64 0 8 0 0 656 44 19 84 670 46 0 20 7 2065 31 23 0 0 0 5 0 0 12 32 81 24 5 0 10 77 376 753 1229 11570 0 3223 7 14 4691 0 2 6 375 175 665 1727 0 426 22 0
LP_S119_2 X119 Teosinte LP Rhizosphere 2 P03 491 1226 492 45 21 181 312 60 273 8 39 64 77 1158 7 15 13 2875 76 0 19 118 2944 41 8 0 28 0 181 0 300 12 0 81 75 28 9 106 163 846 973 3127 11454 3 24768 8 31 9781 3 0 13 2 367 2681 4343 113 427 83 3
LP_S119_3 X119 Teosinte LP Rhizosphere 3 P03 589 529 2729 0 13 89 367 76 162 6 0 0 0 812 0 10 2 889 66 8 16 110 2446 24 11 0 13 0 583 0 16 5 524 43 40 7 0 42 214 5241 1805 8785 2455 0 6683 23 30 4656 4 0 34 0 427 17187 3919 0 628 111 0
LP_S12_1 X12 Landrace LP Rhizosphere 1 P09 69 135 4652 0 0 15 168 9 80 0 40 12 0 269 0 0 0 367 8 0 4 2 931 12 15 0 0 6 46 0 0 0 0 37 11 0 0 4 47 148 682 775 6064 0 40856 5 6 651 2 0 0 0 114 674 1284 0 100 36 6
LP_S12_2 X12 Landrace LP Rhizosphere 2 P09 268 221 731 6 0 11 108 13 50 0 5 17 5 129 0 0 0 470 11 0 0 176 442 0 2 0 0 10 7772 0 0 0 3 12 4 0 0 4 54 259 437 2188 5637 0 75056 4 0 1269 0 53 0 5 127 656 1640 73 148 23 38
LP_S12_3 X12 Landrace LP Rhizosphere 3 P09 67 148 1079 0 0 20 86 9 17 0 25 9 4 82 5 0 0 304 12 0 4 117 596 11 0 0 0 23 7892 0 0 2 8 10 0 0 0 7 86 81 1461 2245 1604 0 56053 5 8 643 0 0 0 205 493 3164 1445 0 110 37 7
LP_S120_1 X120 Teosinte LP Rhizosphere 1 P16 103 459 215 0 0 49 94 34 206 19 18 0 0 2357 18 15 48 1022 131 0 111 19 2782 116 40 22 12 3 4 0 0 27 0 104 261 28 0 79 248 802 814 952 2523 8 1786 19 67 9888 5 0 280 3 612 1761 5034 0 1240 53 0
LP_S120_2 X120 Teosinte LP Rhizosphere 2 P16 371 1284 396 3 5 134 394 184 1466 4 0 26 37 420 28 14 4 2228 6 0 14 35 2610 32 12 0 36 0 239 0 0 19 296 157 84 11 0 1353 542 577 1207 2207 1972 0 43081 16 32 5979 10 6 0 0 255 1552 2466 23 515 75 0
LP_S120_3 X120 Teosinte LP Rhizosphere 3 P16 1146 1215 9608 259 11 96 417 106 198 21 13 26 14 820 14 13 8 1279 80 5 39 9854 2485 34 22 3 23 0 1185 10 14 12 10 100 62 32 9 191 257 821 1483 4489 2740 0 8010 22 41 6499 4 0 23 24 573 2689 4594 32 905 37 0
LP_S121_1 X121 Teosinte LP Rhizosphere 1 P09 1655 625 242 0 27 41 93 35 223 16 0 8 0 1683 21 7 40 1984 0 0 129 9 2495 365 50 0 7 27 3 0 11 5 0 401 97 14 0 207 1055 636 699 1358 2344 3 1487 9 54 5034 0 6 9 0 443 2297 5866 0 1633 66 0
LP_S121_2 X121 Teosinte LP Rhizosphere 2 P09 380 1694 13954 41 40 117 239 87 262 5 3 30 67 722 0 0 12 2408 77 8 42 374 4069 78 11 5 147 118 1007 0 2 16 107 221 57 28 0 126 237 494 2342 4284 4203 8 33647 21 29 4559 0 0 5 2 448 3589 4484 71 861 51 0
LP_S121_3 X121 Teosinte LP Rhizosphere 3 P09 1497 3935 1737 37 61 145 486 100 221 3 0 21 38 1557 7 3 10 2158 122 0 83 54 3977 100 31 0 26 0 1103 0 4 15 23 123 200 38 0 63 338 912 1839 4105 4106 0 8586 45 40 6759 0 0 26 3 736 4217 6269 24 1272 44 0
LP_S122_1 X122 Teosinte LP Rhizosphere 1 P16 2498 728 1167 55 52 222 827 121 659 15 42 15 59 3307 22 42 9 3070 157 16 35 218 6976 125 23 7 6 62 46 0 0 9 16 99 450 15 0 51 251 1372 2021 2193 6545 9 5505 35 42 7578 3 0 9 0 1013 3251 8750 0 2107 91 0
LP_S122_2 X122 Teosinte LP Rhizosphere 2 P16 848 620 965 57 4 54 389 82 187 11 14 19 37 1300 9 19 5 1876 79 0 34 96 4181 53 17 0 53 3 75 0 0 7 11 212 95 49 0 81 229 1022 2513 29440 2572 0 5811 28 13 20016 2 2 3 19 405 2097 2958 5 821 93 0
LP_S122_3 X122 Teosinte LP Rhizosphere 3 P16 356 765 4756 47 10 167 775 75 255 5 0 32 20 1711 7 10 10 1624 23 4 0 25 6359 48 26 0 31 23 257 0 0 26 19 118 80 36 0 92 371 934 1916 13898 3471 0 8878 55 37 13417 0 0 6 2 770 3055 4711 0 1326 59 0
LP_S123_1 X123 Teosinte LP Rhizosphere 1 P03 566 679 1184 7 9 164 1037 106 450 15 48 6 73 2513 16 38 18 1478 116 0 15 0 4342 99 15 0 8 98 161 0 0 0 22 130 439 20 19 30 246 1277 2658 6516 4216 50 17100 34 19 5922 0 0 42 0 806 3195 6432 97 1458 139 0
LP_S123_2 X123 Teosinte LP Rhizosphere 2 P03 501 1004 2445 7 11 70 365 64 598 4 9 67 26 458 8 4 5 1008 66 0 13 9 2460 78 10 9 7 6 117 0 8 9 10 69 50 11 0 60 95 800 5579 35927 5150 0 28670 16 13 3121 15 22 0 3 450 1252 3095 8 360 63 0
LP_S123_3 X123 Teosinte LP Rhizosphere 3 P03 503 807 2026 0 32 123 464 135 138 5 4 21 14 719 0 5 10 1747 112 0 19 181 5251 16 94 7 31 0 481 0 3 26 16 64 78 5 3 421 252 895 2821 4410 2211 0 7939 38 43 7890 0 0 12 5 505 2593 8946 0 3645 56 0
LP_S124_1 X124 Teosinte LP Rhizosphere 1 P06 337 604 10402 18 31 58 476 81 282 23 34 24 46 1025 10 24 5 1131 27 0 0 69 3949 78 18 0 16 71 45 0 0 9 6 119 100 24 3 73 138 697 865 1621 3905 2 25023 17 42 10846 0 0 6 0 457 1433 2739 0 845 38 0
LP_S124_2 X124 Teosinte LP Rhizosphere 2 P06 439 1786 2868 3 0 87 227 84 108 10 15 51 33 768 0 7 2 2614 116 0 0 7827 2270 47 33 0 190 3 24 0 0 19 27 118 34 51 0 90 190 761 1188 6510 1987 0 35090 17 25 5692 0 5 10 0 423 2281 3963 9 572 84 0
LP_S124_3 X124 Teosinte LP Rhizosphere 3 P06 874 649 1396 7 8 115 483 149 206 13 0 42 9 791 0 14 8 1193 84 0 0 364 5064 41 11 3 35 5 2930 0 0 5 35 45 43 30 0 107 368 826 1126 2910 2184 0 4270 22 23 6064 0 0 8 0 1006 1910 6977 0 769 43 0
LP_S125_1 X125 Teosinte LP Rhizosphere 1 P06 424 9769 10880 11 9 86 431 78 220 10 37 0 39 1141 17 32 12 1328 139 0 8 4 2296 72 14 0 13 211 459 0 0 3 1627 376 95 21 0 16 194 449 1676 1753 2490 6 5058 6 36 3196 2 0 13 14 487 2677 3142 24 765 978 0
LP_S125_2 X125 Teosinte LP Rhizosphere 2 P06 555 587 3138 0 4 69 148 37 118 5 14 94 18 365 6 7 2 735 17 0 11 197 2243 36 10 0 4 0 36 0 0 0 402 68 27 3 0 45 71 757 4961 38666 14308 0 18125 6 10 2148 0 2 10 0 300 1523 2311 3 304 17 0
LP_S125_3 X125 Teosinte LP Rhizosphere 3 P06 193 284 571 0 4 62 296 30 94 0 0 13 0 477 8 16 0 485 43 0 6 40 1503 15 12 0 7 0 118 0 0 0 56 25 22 4 0 17 122 379 1066 3758 1895 0 29318 6 24 1875 0 0 4 0 256 940 3292 0 309 40 0
LP_S126_1 X126 Teosinte LP Rhizosphere 1 P03 344 664 19258 0 6 98 248 45 151 8 40 0 22 1231 0 17 29 567 7 17 15 0 1543 67 23 0 0 73 616 0 0 3 9 41 73 8 0 32 101 342 689 3699 1541 0 4057 9 12 10913 0 0 11 344 309 1016 3085 9 652 79 0
LP_S126_2 X126 Teosinte LP Rhizosphere 2 P03 321 1797 612 14 11 146 460 61 424 7 3 113 55 860 18 16 36 2860 37 8 28 473 2691 284 54 0 11 0 182 0 329 17 192 269 91 83 0 43 228 854 1421 5669 17467 0 9545 18 14 9624 16 0 9 5 650 2117 6310 5 768 91 0
LP_S126_3 X126 Teosinte LP Rhizosphere 3 P03 212 252 861 4 14 84 292 42 169 3 4 14 7 584 4 0 5 791 10 0 18 529 2129 13 15 6 0 0 227 0 0 2 8 30 22 25 0 33 103 543 1320 1135 1304 0 16214 19 17 3666 2 0 15 0 245 1278 3305 0 461 7 0
LP_S127_1 X127 Teosinte LP Rhizosphere 1 P09 1945 485 1703 0 31 76 417 70 261 12 57 13 23 716 0 19 0 695 69 0 0 0 1797 13 64 10 0 19283 186 0 0 0 209 8 104 9 0 111 114 539 1235 1060 1206 0 3589 12 16 1741 0 16 9 0 294 2617 7135 0 502 108 0
LP_S127_2 X127 Teosinte LP Rhizosphere 2 P09 643 3322 1044 0 46 95 510 59 476 17 104 49 32 1218 22 11 13 2255 101 0 28 100 3685 85 25 0 24 4 122 0 182 21 41 210 40 40 0 78 308 813 1903 4586 4025 0 31301 19 42 7187 3 15 29 0 503 5996 4246 4 685 68 0
LP_S127_3 X127 Teosinte LP Rhizosphere 3 P09 485 81 1002 18 12 31 1647 25 500 0 2 12 10 501 3 5 0 728 12 0 0 0 291 15 33 0 0 12265 2935 72 0 5 117 83 44 36 0 69 51 171 1468 1094 2767 0 4520 2 6 12453 3 0 0 0 278 1058 5950 0 236 19 0
LP_S128_1 X128 Teosinte LP Rhizosphere 1 P16 512 347 875 15 8 265 590 67 361 20 52 4 24 1153 13 8 12 835 43 0 0 5 2053 25 4 0 3 58 124 0 0 14 13 25 185 20 0 31 115 345 1227 1058 2491 6 22462 18 13 2423 0 0 78 0 376 2027 9371 0 851 59 0
LP_S128_2 X128 Teosinte LP Rhizosphere 2 P16 245 628 2506 0 10 58 156 32 42 3 8 12 11 618 20 25 3 662 35 0 19 9 1325 42 12 0 6 12 742 35 373 0 100 65 16 11 0 9 269 377 1295 10611 5647 4 51487 14 8 2189 0 3 18 0 236 1038 2161 3 406 69 106
LP_S128_3 X128 Teosinte LP Rhizosphere 3 P16 451 420 1343 6 0 87 296 95 98 0 7 4 7 326 0 4 6 720 17 0 10 372 1932 12 3 0 15 0 656 0 163 3 16 36 50 15 2 23 242 530 3181 11826 4307 0 52425 10 24 3884 0 0 9 0 339 1800 3237 2 462 34 0
LP_S129_1 X129 Teosinte LP Rhizosphere 1 P16 1577 1183 4699 0 0 77 349 138 263 12 57 0 16 1243 10 14 31 1073 71 0 12 0 3438 65 58 0 4 43 28 0 0 13 5 42 50 12 0 8 152 481 1849 2215 3616 4 4790 11 14 2075 0 0 3 13 431 1503 4953 0 616 76 0
LP_S129_2 X129 Teosinte LP Rhizosphere 2 P16 275 594 6068 21 23 167 279 47 162 7 10 30 39 1082 6 5 29 2600 0 13 22 33 1847 18 5 9 40 0 1429 12 0 5 48 156 63 13 5 63 183 528 3724 16592 3373 6 40127 20 12 3999 0 3 45 0 440 2544 3594 3 596 75 25
LP_S129_3 X129 Teosinte LP Rhizosphere 3 P16 452 471 8942 57 0 115 379 79 119 6 0 0 23 1226 10 7 10 2760 136 0 0 597 6507 96 30 7 373 0 572 0 0 9 4 78 159 10 10 135 253 414 913 4911 4109 0 8514 26 40 7662 0 0 36 24 306 1600 4846 0 1136 70 0
LP_S13_1 X13 Landrace LP Rhizosphere 1 P03 48 183 582 3 0 28 335 3 53 0 160 0 4 222 0 0 0 165 14 0 2 0 502 28 0 0 63 8 4939 0 0 3 0 40 4 0 0 6 29 121 4742 482 5628 0 48179 0 2 960 0 0 0 0 226 467 1469 0 149 28 34
LP_S13_2 X13 Landrace LP Rhizosphere 2 P03 56 265 461 7 0 11 118 4 41 0 0 13 0 57 0 0 0 298 0 0 0 3 303 3 0 0 0 0 2869 0 0 0 0 11 12 2 3 4 12 250 593 3275 4772 0 106481 3 0 598 0 0 0 419 95 489 1417 0 1118 26 24
LP_S13_3 X13 Landrace LP Rhizosphere 3 P03 43 435 815 14 4 14 107 0 28 0 465 4 0 47 0 0 3 434 13 0 0 97 269 4 8 0 0 4864 4071 0 0 0 0 0 12 3 0 20 21 154 357 5285 2549 0 29325 0 0 501 0 5 5 0 291 1918 1764 0 46 73 2
LP_S14_1 X14 Landrace LP Rhizosphere 1 P09 128 172 706 0 0 30 266 15 120 2 23 7 0 577 0 12 13 347 17 7 5 1533 635 62 0 0 0 14 87 0 0 3 2756 19 19 3 0 8 43 218 1175 8674 3999 0 46727 3 8 907 0 6 64 10 128 484 3575 28 284 280 28
LP_S14_2 X14 Landrace LP Rhizosphere 2 P09 390 185 376 0 4 10 62 16 40 0 9 15 0 189 0 3 0 287 4 0 0 6 284 10 0 0 0 0 5370 0 0 0 2 4 0 0 0 8 12 123 339 2268 2760 0 89641 8 4 2353 0 0 4 118 101 465 1122 27 79 56 280
LP_S14_3 X14 Landrace LP Rhizosphere 3 P09 166 583 798 10 0 230 272 15 41 0 90 4 10 340 10 0 2 975 29 0 18 74 1113 14 10 0 0 26 19778 2 0 2 4 3 16 2 0 50 55 360 771 3645 4752 2 65360 10 4 1537 0 0 0 0 612 2660 3723 6 197 78 132
LP_S15_1 X15 Landrace LP Rhizosphere 1 P06 179 867 7890 0 0 27 95 18 84 0 33 5 0 302 5 0 2 338 36 0 0 11 889 39 36 0 3 0 3367 0 0 0 26 69 9 9 0 20 45 197 919 2141 2022 0 26024 8 5 1129 4 0 0 1090 180 786 1200 21 362 30 15
LP_S15_2 X15 Landrace LP Rhizosphere 2 P06 119 266 487 0 5 39 144 9 712 0 6 22 0 183 0 0 0 790 5 0 4 45 384 0 0 0 0 0 6157 0 0 0 0 9 14 0 0 13 40 189 380 2008 6335 0 60964 0 2 915 0 4 0 17 114 436 2536 46 74 19 33
LP_S15_3 X15 Landrace LP Rhizosphere 3 P06 122 548 1821 0 0 10 51 13 46 0 146 12 0 86 0 0 0 317 0 0 0 0 416 10 0 0 0 24 14845 0 0 0 12 0 6 2 2 0 21 110 766 3010 5147 2 40585 16 3 577 0 0 0 4 303 4136 1351 0 43 185 0
LP_S16_1 X16 Landrace LP Rhizosphere 1 P06 39 29 42 0 0 15 72 4 130 0 5 4 0 99 0 0 0 380 10 0 0 0 678 23 3 0 3 0 26 0 0 0 3 9 16 0 0 11 14 106 245 1007 1811 0 45206 5 2 843 0 0 2 0 47 264 1406 14 77 9 4
LP_S16_2 X16 Landrace LP Rhizosphere 2 P06 91 127 353 2 0 14 143 31 39 0 0 0 0 52 0 0 0 164 5 0 0 0 144 3 0 0 0 72 3939 0 0 3 0 0 0 0 0 2 8 78 405 1623 9950 0 69607 3 0 399 0 0 0 15 91 521 1329 49 33 19 46
LP_S16_3 X16 Landrace LP Rhizosphere 3 P06 25 386 383 0 0 11 63 2 11 0 6 2 0 54 3 0 0 135 0 0 0 5 250 5 0 0 0 13 859 0 0 0 34 2 4 0 0 2 7 58 463 1077 667 0 3650 0 0 377 0 0 0 2 76 55707 599 0 39 62 0
LP_S17_1 X17 Landrace LP Rhizosphere 1 P16 99 105 168 0 0 15 305 19 265 0 3 20 0 125 0 0 0 278 15 5 0 14 1160 13 0 3 7 0 123 0 0 3 4 30 10 5 0 28 23 553 400 378 4400 0 49314 4 3 588 0 2 0 4 77 2458 1278 23 124 10 8
LP_S17_2 X17 Landrace LP Rhizosphere 2 P16 114 415 1624 0 2 7 48 7 30 0 12 12 0 40 0 0 0 275 0 0 0 4 203 3 0 0 0 0 13195 0 0 0 28 6 0 0 0 501 7 81 852 660 2557 0 73244 0 0 323 3 0 0 83 58 417 1211 33 33 12 27
LP_S17_3 X17 Landrace LP Rhizosphere 3 P16 276 711 337 0 6 61 277 17 44 0 16 4 0 258 0 0 0 1740 9 0 28 95 1299 15 22 0 0 214 13189 0 0 0 0 31 10 3 0 18 43 290 937 2042 6078 0 50710 5 0 2019 0 5 14 11 544 6183 2416 11 177 55 2
LP_S18_1 X18 Landrace LP Rhizosphere 1 P03 75 170 144 0 5 22 216 23 155 0 6 12 4 267 0 15 7 496 21 0 0 0 1010 23 16 0 0 3 12400 0 0 0 10 57 32 3 0 12 62 208 556 1195 1253 5 46842 3 6 2142 0 0 0 0 117 471 1449 21 260 28 13
LP_S18_2 X18 Landrace LP Rhizosphere 2 P03 247 136 404 0 6 17 112 16 334 0 26 26 0 132 0 0 0 466 4 4 5 49 788 0 0 0 10 0 1123 0 0 2 0 10 23 7 0 3 21 315 339 1261 7192 0 80484 3 4 665 0 0 0 11 94 550 1417 56 83 328 19
LP_S18_3 X18 Landrace LP Rhizosphere 3 P03 75 162 155 0 0 21 135 8 15 0 0 6 0 79 0 0 2 255 2 0 7 0 368 12 0 4 0 20 10131 0 0 0 0 6 12 0 0 2 15 132 336 4978 1177 0 88131 4 5 539 0 0 0 3 236 2880 1017 0 73 14 0
LP_S19_1 X19 Landrace LP Rhizosphere 1 P06 53 33 64 0 0 2 139 9 100 0 0 3 0 339 0 0 3 93 0 0 0 41 300 5 0 0 3 0 16460 0 0 0 6 6 11 0 0 9 21 136 2599 302 1224 0 13556 4 2 262 0 0 0 2 400 378 1934 3571 133 6 51
LP_S19_2 X19 Landrace LP Rhizosphere 2 P06 59 370 440 0 0 4 33 0 88 0 0 0 0 34 0 0 0 149 3 0 0 0 215 0 0 0 0 0 11386 0 0 0 0 4 0 0 0 6 10 92 204 1771 4778 0 83401 0 0 181 0 0 0 36 79 866 480 17 101 184 17
LP_S19_3 X19 Landrace LP Rhizosphere 3 P06 106 175 163 33 0 29 82 8 22 0 13 5 0 54 0 0 0 603 4 5 5 204 478 13 0 0 0 53 63784 55 9 2 55 21 8 13 0 9 19 127 318 1307 2340 0 32367 12 0 972 2 0 19 519 2964 9043 2925 5 92 22 6
LP_S2_1 X2 Landrace LP Rhizosphere 1 P09 55 420 1723 2 0 6 201 5 53 2 10 6 0 420 0 0 0 432 7 0 0 17 711 41 0 9 0 1514 24 0 53 0 77 440 18 4 0 2 25 145 4373 4012 4782 0 33710 3 5 771 0 0 4 507 118 802 1407 0 174 19 7
LP_S2_2 X2 Landrace LP Rhizosphere 2 P09 262 586 1105 0 9 10 78 4 22 0 0 0 0 238 0 0 0 243 4 0 0 9 231 0 0 0 0 0 2544 0 0 2 45 6 5 0 0 3 20 201 736 8353 2224 0 82530 0 0 1895 0 0 2 268 67 456 982 0 110 23 27
LP_S2_3 X2 Landrace LP Rhizosphere 3 P09 150 378 4798 0 0 31 572 20 170 0 0 7 8 736 0 10 2 950 15 0 13 369 986 61 4 0 18 0 686 0 0 7 6 9 20 7 0 12 97 646 498 2208 4075 3 58304 13 6 2106 0 0 33 7 346 17917 2712 7 206 24 5
LP_S20_1 X20 Landrace LP Rhizosphere 1 P06 145 171 275 0 6 8 151 29 121 0 6 0 0 336 0 4 36 393 36 0 0 0 1815 18 0 0 19 0 9219 0 0 9 6 27 16 10 0 14 75 1853 3752 651 15950 3 12238 6 5 926 0 0 2 4 563 1492 1977 30 203 29 48
LP_S20_2 X20 Landrace LP Rhizosphere 2 P06 155 334 668 16 6 13 107 15 55 0 0 37 0 44 0 5 0 122 0 0 0 0 173 0 0 0 0 0 2037 0 0 0 0 0 38 2 0 2 0 104 317 2018 13780 0 79585 2 0 317 0 0 0 30 99 432 1270 45 56 21 31
LP_S20_3 X20 Landrace LP Rhizosphere 3 P06 131 102 142 0 0 19 71 6 15 0 0 0 0 253 0 0 0 407 2 0 13 44 665 6 0 0 9 39 3170 0 0 0 31 5 8 3 0 5 15 121 572 992 2052 2 40027 6 0 691 0 0 0 0 328 58878 3146 2 44 14 0
