Genotype Germplasm Treatment Compartment Block Plot Apodus Schizothecium Dichotomopilus Trichocladium Humicola Chaetomium Botryotrichum Botryoderma Gelasinospora Nigrospora Truncatella Ophiosphaerella Fusidium Chaetosphaeria Chloridium Myrmecridium Seychellomyces Cephalotrichum Phaeoacremonium Kernia Periconia Exophiala Cladosporium Mycosphaerella Neobulgaria Minimedusa Solicoccozyma Phlyctochytrium Scutellinia Byssonectria Ochroconis Mortierella Udeniozyma Mrakia Tausonia Rhizophydium Geastrum Waitea Thanatephorus Rhizopus Clitopilus Tubaria Ganoderma Sistotrema Syncephalis Setophoma Paraphoma Setophaeosphaeria Leucothecium Setosphaeria Paraphaeosphaeria Neoroussoella Simplicillium Sarocladium Paramyrothecium Achroiostachys Monocillium Clonostachys Acremonium Aspergillus Penicillium Arachnomyces Talaromyces Gymnoascus Ciliolarina Pseudeurotium Chrysosporium Pseudogymnoascus Remersonia Tetracladium Colletotrichum Striatibotrys Hydropisphaera Gliomastix Metacordyceps Trichoderma Volutella Fusicolla Fusarium Nectria Thelonectria Metarhizium Emericellopsis Lecanicillium Scytalidium Valsonectria Niesslia Purpureocillium
CK_S116_1 X116 Hybrid CK Rhizosphere 1 P08 3 238 25 56 30 0 6 386 0 0 5 0 179 0 16 118 0 0 161 6 0 258 0 3 0 12 254 0 9 11 9 11204 5 0 5 29 0 0 0 90 3 0 0 0 145 0 0 0 0 6 2 0 0 2191 69 0 17 923 328 0 3060 4 4307 2 3 2636 11 9 33 198 0 16 6 39 70 412 0 388 2079 7 23 32 53 0 26 41 40 5
CK_S116_2 X116 Hybrid CK Rhizosphere 2 P08 89 81 12 37 31 13 14 1088 0 0 12 0 141 19 3 379 0 0 57 0 30 215 0 15 0 15 584 0 0 10 5 615 19 0 0 0 0 304 0 163 46 0 5 0 35 0 0 7 7 0 2 17 0 3090 22 0 38 517 1282 6 11196 0 36454 0 0 998 0 0 9 95 6 9 43 94 108 380 2 255 6861 28 16 5788 621 0 88 12 13 2
CK_S116_3 X116 Hybrid CK Rhizosphere 3 P08 33 132 29 46 23 168 0 990 10 2 9 0 84 7 60 21 0 0 43 2 0 29 0 8 0 0 111 0 0 0 0 217 3 0 0 0 0 71 3 104 0 0 0 0 0 0 0 2 0 0 0 7 4 89 37 0 20 394 28719 0 11018 0 46768 0 0 475 0 2 0 39 0 9 7 48 68 283 0 220 690 35 7 43 480 3 71 30 22 29
CK_S117_1 X117 Hybrid CK Rhizosphere 1 P14 90 102 0 0 21 37 0 609 0 0 24 0 133 0 4 35 0 0 43 0 0 178 36 0 3 0 49 9 14 2 0 540 0 0 0 0 0 19 8 7989 202 0 0 0 0 0 0 13 0 5 4 0 19 476 25 0 22 727 754 62 1762 0 37998 0 0 291 3 0 6 625 0 10 3 35 323 701 0 625 1517 4 18 29 58 60 7 0 24 14
CK_S117_2 X117 Hybrid CK Rhizosphere 2 P14 0 110 31 0 18 17 6 133 0 0 65 0 71 0 8 34 0 14 39 0 0 176 45 7 8 0 182 33 78 11 0 1526 10 6 33 0 0 0 26 12139 571 0 0 0 35 0 0 3 0 0 24 22 7 65 11 0 36 855 326 0 2024 0 30351 2 0 2020 14 0 0 1251 0 0 0 34 173 1326 0 316 1430 3 19 66 66 21 6 4 23 4
CK_S117_3 X117 Hybrid CK Rhizosphere 3 P14 60 79 27 36 32 145 0 771 0 0 0 0 80 4 4 21 0 17 35 0 0 22 0 0 0 0 91 0 0 0 0 492 0 0 0 0 0 2 0 100 0 0 2 0 6 0 0 0 0 2 9 7 0 265 29 0 22 282 1372 185 1152 0 65714 0 0 329 0 0 9 41 2 0 2 10 50 176 0 222 819 14 6 14 364 0 0 17 11 16
CK_S118_1 X118 Hybrid CK Rhizosphere 1 P08 331 743 78 353 89 0 0 3965 0 17 23 0 242 12 29 115 0 0 480 4 5 582 4 0 2 193 635 0 94 0 8 3351 12 6 0 0 7 6 0 47 8 0 0 0 207 0 0 8 5 6 11 59 0 524 32 3 41 1181 1049 25 8464 0 8564 0 8 1999 18 12 10 388 0 19 0 58 99 830 0 876 5201 26 38 150 89 0 47 38 60 18
CK_S118_2 X118 Hybrid CK Rhizosphere 2 P08 159 207 20 57 84 51 31 5485 6 3 8 0 430 9 5 93 0 6 107 0 48 260 8 0 0 5 594 4 16 12 8 879 15 0 5 0 0 37 0 47 112 0 0 0 56 3 0 9 10 0 0 8 0 97 46 0 35 1100 23075 0 4586 0 12968 0 0 1483 5 4 11 112 0 16 72 121 45 494 0 392 2809 20 9 91 6922 0 24 21 19 0
CK_S118_3 X118 Hybrid CK Rhizosphere 3 P08 144 714 69 82 67 128 0 4382 22 2 14 0 236 23 24 60 0 23 116 0 13 183 0 0 0 0 1147 53 10 0 13 2204 38 10 0 5 3 5 9 34 5 0 7 0 73 7 0 0 10 31 2 15 3 96 63 0 80 388 2790 7 6193 0 81259 2 4 3429 7 2 5 167 4 48 13 51 92 457 3 782 1835 47 20 60 658 0 0 32 54 4
CK_S119_1 X119 Teosinte CK Rhizosphere 1 P08 175 889 102 169 98 0 26 1948 0 12 22 0 195 8 28 325 3 2 471 5 5 623 16 15 6 0 1066 5 26 18 0 4197 25 12 0 4 5 209 24 0 0 0 0 9 229 0 0 21 34 2 14 31 0 67 69 0 47 929 4980 10 14236 9 1740 2 13 6263 28 10 21 390 2 31 3 83 119 788 0 1045 2907 27 31 147 111 0 26 23 15 6
CK_S119_2 X119 Teosinte CK Rhizosphere 2 P08 173 332 83 284 717 28 35 24935 0 22 8 0 169 29 16 123 0 0 244 0 41 484 6 5 0 741 1662 0 11 230 0 3501 44 2 0 0 2 14 0 56 7 0 17 0 376 0 0 16 18 0 33 46 0 157 169 0 126 562 19110 10 1104 4 3369 4 6 6517 2 7 20 378 8 25 20 253 123 656 0 835 2161 45 6 223 5761 0 113 83 43 0
CK_S119_3 X119 Teosinte CK Rhizosphere 3 P08 155 59 55 0 29 108 0 7041 176 0 0 0 701 6 7 99 0 0 10 4 0 73 0 0 0 0 780 61 20 0 0 115 42 0 0 0 9 7 21 204 0 0 0 0 29 8 0 0 0 0 0 41 0 79 16 0 20 513 20890 0 1238 11 9998 0 0 2357 4 0 0 8 0 44 2 69 80 434 0 249 2093 13 11 55 16900 32 14 0 88 4
CK_S12_1 X12 Landrace CK Rhizosphere 1 P14 99 172 35 93 34 5 17 2368 0 0 10 0 245 3 11 40 0 0 169 0 10 458 0 0 0 661 407 0 23 7 0 1360 40 0 0 0 0 108 17 18 0 0 0 5 63 3 0 11 0 0 7 13 0 311 26 0 20 5617 750 6 2240 6 64331 2 0 759 0 23 0 135 0 2 53 49 45 741 0 286 1015 11 9 28 34 0 11 12 67 2
CK_S12_2 X12 Landrace CK Rhizosphere 2 P14 64 70 38 44 0 53 0 688 10 3 7 0 404 5 8 46 0 0 35 0 19 528 3 0 0 14 682 0 12 22 7 198 13 2 0 0 0 10 0 9063 8 0 0 12 112 202 0 8 9 0 0 11 0 260 37 0 26 508 827 182 7183 3 67246 0 0 2672 6 0 18 76 0 12 117 84 117 829 2 340 1969 26 11 203 134 0 538 6 17 47
CK_S12_3 X12 Landrace CK Rhizosphere 3 P14 0 98 18 28 17 63 0 940 14 0 13 0 60 0 0 41 0 0 45 0 0 120 23 0 0 0 561 10 0 0 0 336 0 3 5 0 3 3 8 14696 17 0 0 0 54 0 2 3 6 9 0 14 0 161 15 0 15 112 814 2 10305 0 73673 0 0 1371 0 0 0 53 0 0 2 36 351 355 0 188 1377 9 3 66 159 54 156 7 64 3
CK_S120_1 X120 Teosinte CK Rhizosphere 1 P05 1964 821 312 357 137 26 17 155 19 0 19 0 113 24 27 226 5 0 804 3 0 1630 12 11 2 0 1771 0 182 108 13 4003 186 17 0 7 17 14 13 28 0 0 19 9 294 0 0 46 27 0 74 96 0 199 92 8 70 755 935 24 1129 5 2330 0 19 5599 20 16 29 614 5 90 0 107 140 972 16 2147 8067 47 167 140 170 0 59 44 52 8
CK_S120_2 X120 Teosinte CK Rhizosphere 2 P05 143 183 87 182 87 59 252 18311 0 17 15 0 210 20 49 101 0 16 288 3 103 733 0 0 0 79 1608 42 12 5 15 2767 95 3 0 8 13 1826 0 131 5 0 0 0 182 0 0 6 0 0 15 15 0 73 31 0 58 487 4372 10 2700 0 4050 0 3 5150 13 7 26 449 3 17 30 204 149 586 0 838 2496 93 11 420 3074 0 19 19 10 0
CK_S120_3 X120 Teosinte CK Rhizosphere 3 P05 118 315 71 153 172 1419 0 5533 179 3 12 0 125 28 26 23 5 0 156 0 13 161 5 3 0 0 1684 28 18 18 14 869 17 0 0 5 3 0 5 505 0 0 3 0 143 0 0 9 6 4 0 26 0 128 116 0 81 854 31235 295 3888 6 31526 0 3 5092 2 5 25 117 6 75 17 151 182 921 0 1006 1686 66 26 76 2165 0 9 62 226 10
CK_S121_1 X121 Teosinte CK Rhizosphere 1 P14 1210 892 274 507 85 3 41 97 0 14 48 0 275 28 58 306 0 0 5793 33 24 2456 6 12 13 3619 3224 0 346 39 139 5954 116 18 0 22 8 2687 0 31 4 0 28 0 443 0 0 59 23 0 47 130 19 38 139 0 119 1164 1178 50 1667 3 3176 5 42 10672 33 4 67 982 9 77 17 205 799 2142 0 3274 6776 98 164 385 323 13 45 52 42 23
CK_S121_2 X121 Teosinte CK Rhizosphere 2 P14 113 495 110 247 123 38 0 1693 6 0 80 0 249 23 19 127 0 0 396 0 141 561 16 20 6 4 3479 6 54 39 15 1938 85 26 0 16 21 26 0 110 0 0 32 11 508 0 0 23 26 0 59 135 0 109 76 0 92 863 2460 41 4640 22 18733 0 6 9265 7 21 129 565 4 64 116 146 249 903 0 1698 3413 143 210 226 1192 0 28 108 34 0
CK_S121_3 X121 Teosinte CK Rhizosphere 3 P14 310 1552 185 516 141 238 0 16100 18 27 33 9 234 31 34 144 0 0 215 15 53 546 0 19 6 0 3113 3 0 17 58 2659 48 4 25 33 0 4 0 110 0 0 25 3 313 7 0 28 25 76 9 68 0 623 98 3 97 550 4960 81 4120 12 14142 6 0 8333 6 4 0 366 29 76 103 127 183 1315 2 2065 3976 81 63 164 1374 0 3 69 81 6
CK_S122_1 X122 Teosinte CK Rhizosphere 1 P05 52 1995 94 242 138 14 38 217 3 22 86 0 127 30 41 201 22 0 1158 9 0 885 6 10 2 0 1773 8 76 37 0 3999 139 6 0 13 0 25 16 27 4 0 13 0 87 0 3 44 6 19 68 88 6 62 131 0 58 931 771 22 1479 0 1637 3 23 6175 20 13 78 1083 0 49 119 73 169 950 0 4200 4401 43 37 146 201 0 26 109 37 15
CK_S122_2 X122 Teosinte CK Rhizosphere 2 P05 1328 373 66 296 89 18 10 2385 0 0 21 0 355 29 17 120 0 22 266 0 180 328 0 23 0 5 3779 360 64 49 12 4395 110 17 0 0 8 68 0 71 19 0 12 0 155 0 0 32 408 0 18 151 0 90 71 0 51 484 2543 0 2528 60 5491 7 3 12682 7 0 11 574 4 72 82 223 212 1596 2 1703 3216 146 9 152 793 0 10 87 51 0
CK_S122_3 X122 Teosinte CK Rhizosphere 3 P05 120 383 69 128 68 1431 0 20106 15 9 11 0 86 17 14 22 0 0 132 0 0 261 0 0 0 0 735 8 3 15 19 754 11 0 0 0 0 0 0 99 0 0 8 0 85 0 0 0 4 2 0 15 0 89 94 0 33 559 15100 3 2638 19 6058 0 0 2735 3 0 12 69 8 38 20 113 141 462 0 569 2001 44 3 50 1614 0 7 42 233 9
CK_S123_1 X123 Teosinte CK Rhizosphere 1 P08 108 332 108 296 138 0 32 408 0 5 43 0 253 27 231 289 3 0 647 8 12 1111 27 15 10 0 1998 0 33 40 19 4387 28 4 0 18 15 496 14 72 11 0 15 0 312 0 0 32 13 2 36 115 0 97 67 0 253 667 785 22 1944 5 2070 4 15 6751 15 34 70 646 0 12 18 98 202 1885 0 1111 4239 17 25 161 134 0 30 182 61 9
CK_S123_2 X123 Teosinte CK Rhizosphere 2 P08 208 291 59 95 97 30 15 5336 10 5 11 2 208 24 36 337 0 11 275 0 36 233 3 7 2 0 1661 7 10 39 5 2275 21 10 0 0 6 6270 0 18 13 0 12 0 227 0 0 83 0 8 0 26 0 257 64 0 47 729 3357 6 8036 5 22060 0 6 16232 9 0 22 150 2 47 17 273 43 1386 0 928 2418 30 28 120 352 2 20 57 10 0
CK_S123_3 X123 Teosinte CK Rhizosphere 3 P08 78 415 112 99 116 151 11 943 7 6 10 0 119 19 18 72 2 0 85 0 9 76 0 0 2 0 717 17 9 0 14 1095 26 0 0 0 0 657 10 176 0 0 9 0 45 0 0 0 12 0 8 13 0 91 127 0 37 378 2785 6 2385 3 85750 4 5 1838 0 4 0 170 0 11 15 85 152 524 0 700 1576 52 11 78 760 4 0 232 13 11
CK_S124_1 X124 Teosinte CK Rhizosphere 1 P11 1144 463 109 278 397 0 17 156 4 0 46 0 233 34 22 422 0 0 416 30 0 1371 11 14 13 0 3261 4 81 49 19 3205 62 18 0 16 4 17 11 124 12 0 6 0 232 0 0 53 53 0 73 64 51 58 111 0 124 1128 1058 31 1323 3 2751 4 16 5848 22 18 47 636 7 50 0 120 126 1000 3 2887 7666 45 74 162 179 0 168 56 0 11
CK_S124_2 X124 Teosinte CK Rhizosphere 2 P11 101 124 72 98 91 21 95 2178 0 0 48 0 158 10 14 51 0 6 475 7 53 309 0 35 0 15 3373 19 14 95 15 4279 44 11 37 235 44 51 0 401 5 0 6 0 508 0 0 9 14 4 17 70 0 47 95 0 67 798 3079 29 3026 6 17820 2 2 23575 26 13 5 250 30 16 35 152 155 843 0 1368 4958 109 49 160 1249 0 36 37 68 5
CK_S124_3 X124 Teosinte CK Rhizosphere 3 P11 97 659 206 155 185 416 0 5243 30 11 35 0 205 17 31 52 3 0 144 11 27 196 5 5 0 13 1175 7 19 0 22 2868 17 3 0 0 4 0 1942 755 20 0 2 0 190 0 0 8 4 4 3 26 195 98 229 0 200 1970 17590 42 7150 2 43463 0 6 6198 10 7 161 235 0 99 41 110 221 1119 6 1528 2475 158 18 130 2095 0 0 46 26 41
CK_S125_1 X125 Teosinte CK Rhizosphere 1 P11 90 491 45 190 52 0 0 218 6 0 44 0 254 14 27 184 6 8 179 7 7 738 9 28 13 142 1707 0 22 48 6 4394 26 0 0 0 16 19 10 76 112 0 11 0 409 0 0 56 16 3 21 68 0 62 107 0 57 733 977 6 4089 10 1275 3 12 4401 8 12 23 508 3 12 12 139 86 789 0 1185 6545 34 43 141 118 0 731 22 20 34
CK_S125_2 X125 Teosinte CK Rhizosphere 2 P11 3827 53 18 61 49 15 0 1724 3 0 11 0 181 12 6 25 0 817 100 0 63 269 0 7 4 0 916 0 0 16 0 466 22 8 0 0 5 45 0 209 24 9 3 0 618 0 0 9 16 0 9 21 0 134 41 0 45 439 15331 0 6276 0 62953 0 6 2642 0 4 4 84 0 0 302 110 145 705 0 1374 2455 35 33 109 347 6 25 23 11 0
CK_S125_3 X125 Teosinte CK Rhizosphere 3 P11 33 176 37 74 58 1198 0 2018 30 4 10 0 140 15 5 54 0 6 64 0 5 282 0 0 0 0 981 88 0 0 0 1158 11 0 0 10 0 0 3 57 0 0 2 0 74 0 0 10 7 128 0 12 0 132 103 0 47 389 7596 22 3373 0 5557 0 0 2134 0 0 0 118 0 42 9 36 76 371 8 805 1808 19 13 30 52921 0 105 18 62 28
CK_S126_1 X126 Teosinte CK Rhizosphere 1 P08 94 231 47 169 115 7 11 109 0 0 29 0 95 9 18 227 0 0 206 9 0 780 0 17 12 0 1459 0 18 101 9 2264 37 13 0 6 12 70 5 5 0 0 0 570 204 0 0 37 11 0 20 31 0 91 76 0 43 729 596 13 938 0 39875 0 5 5219 12 9 21 554 0 16 0 89 38 903 8 1389 2854 32 31 120 112 0 102 29 30 11
CK_S126_2 X126 Teosinte CK Rhizosphere 2 P08 37 823 69 109 37 27 29 1579 4 3 8 0 90 12 21 34 2 0 127 0 28 253 0 10 0 0 1231 171 17 35 8 593 46 0 0 0 0 36 0 52 0 0 5 0 143 0 0 6 0 0 7 21 0 101 47 0 109 499 967 7 25783 6 39699 0 7 2607 5 4 16 99 0 15 17 48 138 656 0 552 1741 19 6 110 171 0 16 5 0 0
CK_S126_3 X126 Teosinte CK Rhizosphere 3 P08 129 618 92 93 47 266 6 4404 4 0 29 0 144 27 36 43 5 6 132 8 13 137 0 6 0 4 1116 0 2 0 7 1489 0 0 0 0 0 15 0 95 45 0 4 0 125 0 0 0 2 0 4 13 0 35 129 0 75 432 2555 12 12898 18 47641 3 0 2529 7 7 58 164 11 23 8 113 140 539 0 672 1787 52 15 41 1095 0 25 13 22 78
CK_S127_1 X127 Teosinte CK Rhizosphere 1 P14 69 591 92 632 107 0 409 2357 12 2 21 0 708 8 44 485 2 0 356 0 0 3976 5 9 0 0 2027 67 182 31 8 4687 41 5 0 0 26 21 77 3 33 0 50 0 113 2 0 27 30 0 582 138 0 75 195 2 49 1657 964 16 1152 12 1727 0 4 6654 18 4 111 709 0 6 0 147 164 2365 0 1748 6698 159 38 153 162 0 26 58 31 22
CK_S127_2 X127 Teosinte CK Rhizosphere 2 P14 53 774 230 57 83 59 59 3727 18 0 17 0 649 52 19 82 0 0 101 5 68 244 0 4 3 14 2041 21 8 46 11 1403 63 5 0 57 0 72 0 485 385 0 0 0 185 0 4 8 20 0 12 50 0 717 97 0 81 1158 2025 24 34225 2 23622 0 85 5048 8 6 0 318 0 14 8 443 199 1047 0 901 2936 40 14 159 506 0 306 17 77 7
CK_S127_3 X127 Teosinte CK Rhizosphere 3 P14 106 585 101 209 300 268 33 3348 3 3 29 0 135 16 60 92 2 12 163 4 19 244 0 4 0 5 1664 4 0 0 18 1345 89 20 14 0 0 22 0 176 0 0 2 0 330 0 0 3 0 0 22 29 0 64 240 0 102 1033 10159 25 3378 5 19982 3 4 5619 17 12 121 279 5 56 6 102 225 680 3 974 2211 75 67 108 656 4 12 56 46 40
CK_S128_1 X128 Teosinte CK Rhizosphere 1 P05 187 474 64 280 98 0 15 72 19 4 52 0 149 7 14 247 5 0 172 9 0 1032 27 14 3 0 1773 0 49 6 10 3084 17 10 0 4 32 4397 14 2 0 0 6 0 267 3 0 36 12 0 18 47 0 147 53 0 45 1366 881 27 13073 5 4985 4 11 4419 13 12 28 515 23 46 4 85 96 2457 6 1910 6584 37 42 153 136 0 27 19 27 31
CK_S128_2 X128 Teosinte CK Rhizosphere 2 P05 108 836 134 182 228 11 66 2422 11 8 37 0 303 26 24 162 3 0 124 0 105 357 0 11 0 550 2869 88 0 225 12 1821 320 46 0 0 13 257 0 62 8 0 43 0 395 9 0 7 12 6 30 19 0 534 76 2 86 513 2861 6 16108 0 32670 12 4 7700 17 13 19 282 0 29 92 125 255 3179 0 782 2301 66 25 183 438 0 46 67 51 0
CK_S128_3 X128 Teosinte CK Rhizosphere 3 P05 82 560 138 117 132 938 30 6631 13 0 44 0 172 13 449 73 2 7 72 4 24 209 6 5 0 3 1105 18 0 0 24 999 18 0 0 0 0 9396 0 755 0 0 18 0 48 0 0 9 15 0 15 19 9 43 118 0 82 3641 4154 31 7258 9 46865 0 3 4258 11 11 64 195 8 19 39 150 290 1057 9 886 2261 80 20 79 621 5 26 12 5 126
CK_S129_1 X129 Teosinte CK Rhizosphere 1 P05 154 476 58 359 74 0 52 208 0 21 26 0 178 14 15 248 0 0 260 0 11 1340 22 4 30 0 2035 0 42 8 0 4920 29 86 0 0 73 15 2495 13 4 0 5 0 277 0 0 62 12 2 30 54 0 958 118 0 46 1396 735 14 1333 3 6541 0 6 5948 15 16 9 590 21 21 4 76 50 1441 14 1570 6067 335 40 115 203 0 18 66 39 10
CK_S129_2 X129 Teosinte CK Rhizosphere 2 P05 38 309 150 54 105 23 10 1380 0 12 78 0 160 22 20 61 0 0 144 0 61 115 21 0 0 279 2132 22 8 95 16 1150 43 3 0 3 6 17164 0 199 9 0 11 0 221 0 0 17 29 0 6 53 0 107 60 0 31 364 887 13 16069 3 22776 0 5 4613 0 13 13 242 0 9 38 87 125 2031 0 745 2134 120 10 169 633 0 61 16 52 0
CK_S129_3 X129 Teosinte CK Rhizosphere 3 P05 163 326 92 59 127 132 0 1600 0 4 8 0 143 19 26 77 0 465 115 3 20 253 0 0 0 0 1580 77 0 0 23 1645 13 2 0 8 2 19 0 153 0 0 4 0 135 5 0 26 9 19 240 46 8 54 99 0 71 1200 1340 314 17585 10 9257 0 7 2886 9 0 86 126 3 20 4 45 149 557 3 723 2424 27 27 54 360 0 11 3 0 40
CK_S13_1 X13 Landrace CK Rhizosphere 1 P08 57 240 45 153 26 1487 0 5707 0 8 12 0 206 2 8 39 0 0 608 7 12 323 0 0 0 9 440 0 23 5 0 1544 13 0 0 0 0 0 66 8886 16 0 0 0 30 4 0 27 0 4 7 19 0 655 25 0 47 2415 328 4 6184 2 39308 2 2 1342 4 46 13 154 0 3 3 34 73 2782 3 407 1775 11 9 58 164 0 21 14 116 0
CK_S13_2 X13 Landrace CK Rhizosphere 2 P08 25 225 47 39 43 33 13 1962 0 0 11 0 139 8 0 25 0 0 21 0 13 318 0 0 0 3 196 0 0 4 0 313 11 0 0 0 0 13 0 10711 5288 3 0 3 24 0 3 0 0 0 0 7 0 125 47 0 19 12875 1015 465 13709 5 52891 0 0 800 0 0 5 45 0 7 57 201 500 1196 6 354 1216 19 11 68 1247 0 599 4 19 674
CK_S13_3 X13 Landrace CK Rhizosphere 3 P08 6 3 16 0 35 29 0 288 0 0 0 0 36 4 0 18 0 0 10 0 0 59 0 0 0 0 174 3 0 0 0 169 4 0 0 0 0 121 0 913 17 0 0 31 10 3 0 7 0 0 0 0 0 9 15 0 4 105 633 251 6492 0 73182 0 0 306 0 2 0 42 0 5 11 19 99 1638 0 134 443 9 10 27 127 0 4 0 8 0
CK_S14_1 X14 Landrace CK Rhizosphere 1 P14 14 381 170 262 46 371 90 4499 22 7 184 0 203 8 32 163 0 0 316 10 40 1025 0 0 3 28 936 0 25 48 22 7433 60 9 0 0 3 12 177 115 11 0 0 0 140 0 0 33 23 61 24 27 0 41 54 12 59 1551 767 0 15954 0 27210 0 16 7372 7 8 19 519 0 32 6 66 106 1200 2 1022 4953 76 30 198 160 0 23 89 28 0
CK_S14_2 X14 Landrace CK Rhizosphere 2 P14 14 48 17 22 17 35 0 888 0 0 3 0 63 4 2 17 0 0 24 0 0 61 0 0 0 0 111 18 0 0 0 216 4 0 0 0 0 0 0 4893 99 0 2 9 0 0 0 0 0 0 3 5 0 163 36 0 18 939 1119 47 4677 3 81103 0 0 259 0 0 3 20 6 5 12 51 108 829 0 191 1726 9 10 48 595 0 33 0 9 28
CK_S14_3 X14 Landrace CK Rhizosphere 3 P14 0 60 8 7 9 53 0 406 0 0 3 0 56 0 0 7 0 0 0 0 2 28 0 0 0 18 88 0 0 2 2 100 7 0 0 0 2 14 0 2666 0 0 0 0 3 0 0 7 0 0 0 0 59 30 0 0 0 308 915 248 6906 0 73963 0 0 250 0 0 0 16 0 0 0 20 285 423 0 88 765 7 7 70 131 0 0 4 14 7
CK_S15_1 X15 Landrace CK Rhizosphere 1 P11 79 126 21 51 16 256 26 2531 4 3 7 0 121 6 11 88 0 0 168 0 12 154 5 0 0 0 127 0 0 6 0 780 9 0 4 0 0 3 25 827 12 0 2 6 40 0 0 16 3 4 2 5 0 67 8 0 2340 2749 186 3 4088 4 62979 0 0 593 0 6 0 83 0 0 5 14 85 666 0 241 877 10 6 23 95 0 43 4 23 0
CK_S15_2 X15 Landrace CK Rhizosphere 2 P11 74 98 39 93 39 83 10 2024 0 4 4 0 121 10 6 43 0 0 28 0 7 154 0 0 3 41 228 3 0 0 0 220 0 0 0 0 0 0 0 5587 39 0 0 3 39 0 0 4 3 0 0 17 0 149 89 0 24 801 2547 23 3992 0 71991 2 0 450 0 0 3 32 20 11 24 126 147 532 0 284 1481 26 12 57 751 0 34 12 6 42
CK_S15_3 X15 Landrace CK Rhizosphere 3 P11 14 54 23 0 0 239 0 1706 0 0 0 0 58 11 8 182 0 0 50 0 5 212 0 0 2 0 375 31 0 0 12 214 53 4 0 0 0 649 0 4909 50 0 6 0 40 0 0 11 0 0 0 4 5 38 0 0 14 918 1191 160 1711 0 69095 0 0 1197 0 3 0 47 0 2 5 28 161 450 0 142 843 5 0 36 749 0 0 0 10 5
CK_S16_1 X16 Landrace CK Rhizosphere 1 P11 0 297 43 109 22 7 0 5040 3 0 36 0 178 11 16 70 3 0 527 7 10 309 11 7 0 28 407 2 14 6 4 2485 15 0 0 0 0 9 128 16 0 0 0 1421 61 0 0 8 8 0 6 19 0 41 45 0 34 1730 580 0 9784 0 12473 0 0 2998 4 6 5 211 0 15 6 37 87 23868 4 745 2791 7 14 37 72 0 40 36 56 0
CK_S16_2 X16 Landrace CK Rhizosphere 2 P11 31 143 25 38 47 220 92 6872 3 4 8 0 93 8 15 35 0 0 20 0 49 145 0 3 3 9 192 0 9 3 0 221 27 0 0 0 0 10 0 15913 57 0 0 3 63 0 0 0 9 0 0 8 0 102 58 0 47 3383 12624 41 6239 0 37611 0 3 2353 0 7 0 120 9 5 86 148 240 1033 0 347 1912 10 9 52 1404 0 35 6 118 49
CK_S16_3 X16 Landrace CK Rhizosphere 3 P11 16 141 7 0 23 11 13 385 0 0 6 0 11 0 0 9 0 0 50 0 0 72 0 0 0 0 203 3 0 0 0 130 0 0 0 2 0 0 5 5123 20 0 0 0 5 0 0 3 0 0 0 0 60 15 13 0 17 276 484 6 2509 0 80171 0 0 339 0 0 0 20 0 10 3 10 115 1228 0 227 870 7 0 10 125 116 9 7 0 12
CK_S17_1 X17 Landrace CK Rhizosphere 1 P05 127 1092 93 216 72 11 10 1772 0 0 39 5 276 19 31 153 7 0 1807 47 11 794 4 7 0 1301 771 0 84 61 23 6973 27 0 42 0 3 1022 22 224 2076 0 5 13 315 0 0 23 13 2 18 106 0 157 114 0 115 1477 798 16 4397 3 41411 0 0 7353 34 6 42 729 4 25 42 90 144 1793 4 1010 5600 32 67 138 105 0 65 31 38 0
CK_S17_2 X17 Landrace CK Rhizosphere 2 P05 18 72 30 68 20 75 0 2241 0 0 3 0 71 6 0 72 0 0 15 0 2 153 0 0 0 31 164 0 4 3 0 312 6 2 0 0 0 113 0 4624 35 0 2 6 13 0 0 4 0 0 13 12 2 86 59 0 23 1150 4580 251 1859 0 47527 2 0 757 2 8 0 46 33 9 18 83 146 317 0 242 1827 6 11 36 9687 68 18 13 0 39
CK_S17_3 X17 Landrace CK Rhizosphere 3 P05 4 20 19 0 8 0 0 195 0 0 0 0 12 0 0 12 0 0 11 0 2 32 0 0 0 0 150 971 0 0 0 76 0 0 0 0 0 0 3 9641 780 0 0 0 0 13 0 0 0 0 0 0 308 15 0 0 9 110 592 13 31719 0 44605 0 0 170 0 0 0 3 0 8 5 15 292 1303 0 111 762 3 0 14 75 91 8 4 0 77
CK_S18_1 X18 Landrace CK Rhizosphere 1 P08 240 561 36 88 28 14 17 609 0 3 7 0 181 4 15 70 0 0 118 0 16 277 0 8 0 14 395 21 39 4 0 2056 11 0 4 0 3 10 36 656 16 0 0 5 72 0 0 7 0 2 18 14 0 555 38 0 43 2150 1505 290 7960 2 57646 0 0 1262 0 4 10 206 0 12 8 56 76 705 0 433 2849 13 9 50 73 0 30 7 14 0
CK_S18_2 X18 Landrace CK Rhizosphere 2 P08 49 134 33 68 115 39 10 2442 0 0 22 0 79 0 6 55 0 0 24 0 9 435 0 0 0 18 533 28 16 9 0 374 53 0 0 0 0 11 0 23839 12 0 0 6 53 0 0 9 0 2 2 0 0 152 76 0 15 776 2251 28 3183 0 47432 0 0 1214 4 5 6 57 3 10 93 177 543 3321 0 341 1933 26 8 475 1246 0 34 4 9 53
