Genotype Germplasm Treatment Compartment Block Plot Apodus Schizothecium Dichotomopilus Trichocladium Humicola Chaetomium Botryotrichum Botryoderma Gelasinospora Nigrospora Truncatella Ophiosphaerella Fusidium Chaetosphaeria Chloridium Myrmecridium Seychellomyces Cephalotrichum Phaeoacremonium Kernia Periconia Exophiala Cladosporium Mycosphaerella Neobulgaria Minimedusa Solicoccozyma Phlyctochytrium Scutellinia Byssonectria Ochroconis Mortierella Udeniozyma Mrakia Tausonia Rhizophydium Geastrum Waitea Thanatephorus Rhizopus Clitopilus Tubaria Ganoderma Sistotrema Syncephalis Setophoma Paraphoma Setophaeosphaeria Leucothecium Setosphaeria Paraphaeosphaeria Neoroussoella Simplicillium Sarocladium Paramyrothecium Achroiostachys Monocillium Clonostachys Acremonium Aspergillus Penicillium Arachnomyces Talaromyces Gymnoascus Ciliolarina Pseudeurotium Chrysosporium Pseudogymnoascus Remersonia Tetracladium Colletotrichum Striatibotrys Hydropisphaera Gliomastix Metacordyceps Trichoderma Volutella Fusicolla Fusarium Nectria Thelonectria Metarhizium Emericellopsis Lecanicillium Scytalidium Valsonectria Niesslia Purpureocillium
D_S55_3 X55 Landrace D Rhizosphere 3 P10 14 11 17 0 36 50 33 564 3 0 0 0 89 0 0 4 0 0 0 0 0 29 0 0 0 0 130 78 0 0 2 276 0 0 0 0 0 0 3 17357 54 0 0 23 0 0 0 2 0 0 0 0 16 61 10 0 12 474 579 261 4198 0 40141 0 0 200 0 3 0 5 0 0 35 14 1201 681 0 217 3533 10 12 55 88 1103 40 0 28 155
D_S56_1 X56 Landrace D Rhizosphere 1 P10 38 242 24 142 30 0 15 164 3 0 6 0 203 10 9 251 0 0 332 2 13 426 11 0 2 0 384 0 18 6 0 1814 9 0 7 0 4 0 2238 117 92 0 0 83 67 0 0 0 0 0 22 26 0 55 50 6 20 978 561 9 3767 0 61504 0 0 1761 8 0 23 155 0 0 6 47 45 1032 0 387 2157 6 11 94 32 0 26 14 37 21
D_S56_2 X56 Landrace D Rhizosphere 2 P10 104 142 23 78 20 12 0 355 0 0 7 0 157 3 11 37 0 0 354 8 3 158 0 0 0 136 252 0 27 5 3 784 9 0 0 0 0 146 7 7829 237 0 0 0 23 0 0 10 8 8 4 10 648 127 26 0 25 3282 588 7 6292 3 34573 2 5 624 4 0 12 89 12 7 7 65 2396 923 0 512 1785 29 21 100 136 448 27 9 18 147
D_S56_3 X56 Landrace D Rhizosphere 3 P10 3 32 21 0 41 51 0 1338 0 0 0 0 41 0 0 11 0 0 27 0 0 49 0 0 0 0 165 26 0 0 0 86 3 0 0 0 0 0 5 12052 12109 0 0 0 21 0 0 0 0 0 4 6 39 82 0 8 25 263 580 74 11190 0 39655 0 0 559 0 0 4 25 3 4 7 31 1651 5100 0 205 2721 9 4 44 599 21395 121 3 11 425
D_S57_1 X57 Landrace D Rhizosphere 1 P10 25 142 30 23 0 0 0 264 3 0 8 0 101 3 2 66 0 0 56 0 6 81 0 0 0 0 171 0 6 0 0 592 0 0 0 0 0 8 491 1795 1091 0 0 0 31 0 0 0 0 0 2 0 0 68 32 5 8 1826 1001 0 2492 0 87810 0 4 369 0 0 7 53 10 8 6 23 204 654 3 348 3640 11 16 25 29 0 18 15 31 51
D_S57_2 X57 Landrace D Rhizosphere 2 P10 0 20 3 13 0 10 0 194 0 0 0 0 44 3 0 16 0 0 6 0 0 47 0 0 0 0 37 0 0 0 2 120 3 0 0 0 0 5 5 949 17 0 0 11 0 0 0 0 0 0 0 0 265 34 0 0 0 373 533 0 2631 0 77909 0 0 80 0 0 2 13 10 0 3 112 128 971 0 113 1033 7 0 13 151 122 4 3 9 39
D_S57_3 X57 Landrace D Rhizosphere 3 P10 0 19 9 0 22 46 21 889 0 0 0 0 37 0 0 6 0 10 19 0 0 17 0 0 0 0 93 36 0 0 0 185 3 0 0 0 0 378 10 10391 1476 0 2 0 0 3 0 0 9 0 0 0 125 23 10 0 6 340 6996 956 4656 0 47883 0 0 207 0 0 0 5 0 0 6 13 691 829 0 83 1160 7 0 12 203 138 59 24 39 123
D_S58_1 X58 Landrace D Rhizosphere 1 P04 24 126 25 43 0 0 0 165 0 0 2 0 117 4 3 120 0 0 66 0 8 71 0 5 0 0 120 0 4 0 0 1273 8 0 0 0 3 0 17 273 27 0 0 375 22 0 0 0 0 4 0 7 0 263 16 0 43 1549 364 0 3179 3 75174 0 0 261 0 0 0 30 2 5 3 395 57 430 3 222 3783 6 0 25 39 0 138 23 19 46
D_S58_2 X58 Landrace D Rhizosphere 2 P04 46 66 5 0 22 34 14 884 0 0 21 0 223 0 7 62 0 25 43 0 0 120 8 0 0 6 83 0 14 0 0 1131 0 19 2 0 0 0 10 16288 317 0 0 0 5 0 2 0 0 0 10 16 11 262 5 9 29 2250 509 0 11204 0 28067 0 5 497 2 0 0 185 23 3 0 40 400 3385 0 346 2072 0 9 65 123 21 10 0 37 0
D_S58_3 X58 Landrace D Rhizosphere 3 P04 9 39 21 0 21 211 6 477 0 0 0 0 43 3 0 4 0 2 53 0 0 43 0 0 0 0 132 0 0 0 0 118 3 0 0 0 0 7 12 13055 174 0 3 0 2 0 0 3 0 0 0 0 15 274 0 0 0 713 284 964 11149 0 52845 0 0 402 0 3 2 4 0 3 4 19 287 346 0 243 1283 8 0 52 144 6659 150 0 27 472
D_S59_1 X59 Landrace D Rhizosphere 1 P15 40 275 52 117 30 0 11 129 4 11 7 0 96 5 8 113 0 0 160 4 0 394 4 0 0 31 573 19 55 40 8 1162 21 3 0 0 4 13 70 16110 40 0 3 2 206 0 0 23 5 3 88 9 24 137 37 0 43 3194 385 6 1502 0 21600 3 5 2259 10 0 5 76 0 10 5 43 406 805 0 670 3137 19 33 300 51 0 23 12 18 100
D_S59_2 X59 Landrace D Rhizosphere 2 P15 19 57 12 0 18 29 0 315 4 0 0 0 125 4 5 24 0 0 24 0 0 68 0 3 0 0 162 0 6 0 0 349 0 0 0 0 0 3 3 6763 31 0 0 0 5 0 0 4 0 8 0 0 294 132 9 3 11 1155 813 0 21576 0 72448 0 0 242 3 0 0 29 0 4 9 152 256 670 0 264 2240 7 14 44 98 277 149 12 134 374
D_S59_3 X59 Landrace D Rhizosphere 3 P15 16 87 51 0 59 264 8 460 0 0 0 0 33 2 3 5 0 0 48 2 2 87 0 0 0 0 392 2 0 8 10 199 4 4 0 2 0 152 17 4295 26 0 5 0 29 0 0 0 0 0 0 3 20 92 20 0 12 129 462 862 3524 0 67669 0 0 856 0 4 4 19 8 8 0 23 216 1791 0 206 1310 13 7 45 4979 127 22 10 12 108
D_S6_1 X6 Landrace D Rhizosphere 1 P04 14 116 29 193 45 0 0 838 0 0 5 5 292 7 8 97 0 0 96 4 0 276 0 3 0 6 781 0 28 5 7 1629 23 2 0 0 0 0 0 213 98 0 0 0 135 0 0 12 12 29 8 49 0 0 26 0 18 2786 714 2 7871 0 17732 0 7 2987 13 6 3 150 0 6 33 92 100 394 0 2662 3556 17 4 324 40 0 215 14 103 34
D_S6_2 X6 Landrace D Rhizosphere 2 P04 165 53 7 28 0 19 19 1109 0 0 16 0 39 2 0 23 0 0 28 0 3 69 0 0 0 0 137 0 2 3 0 299 0 0 0 0 0 2976 0 943 29 0 0 8 10 0 0 6 0 0 0 0 11 205 15 0 3 3158 3175 72 16531 0 55549 0 0 271 0 0 0 20 0 3 0 11 216 149 0 151 907 4 0 10 74 348 141 14 9 0
D_S6_3 X6 Landrace D Rhizosphere 3 P04 28 414 41 76 76 79 30 1939 0 0 33 0 77 8 110 22 0 4 27 2 0 98 4 0 0 24 550 40 3 0 16 687 7 0 5 0 0 0 0 15870 38 0 0 17 30 0 0 0 5 0 13 24 304 145 174 0 56 383 972 59 7254 0 78815 0 8 1262 3 7 6 187 17 5 5 83 945 991 7 406 1607 21 21 68 567 301 1025 5 13 71
D_S60_1 X60 Landrace D Rhizosphere 1 P15 44 468 76 83 81 0 0 96 32 23 12 0 292 13 27 415 0 0 208 10 14 736 0 16 2 0 1372 9 66 32 0 4474 36 2 0 0 4 0 31 799 0 0 16 0 173 0 0 8 4 2 8 232 0 279 48 5 48 1411 651 19 6601 8 16537 0 7 2903 12 11 22 212 5 27 7 65 110 1075 2 885 5647 35 14 118 78 2 22 135 2698 58
D_S60_2 X60 Landrace D Rhizosphere 2 P15 10 26 11 14 0 37 4 271 0 0 0 0 84 0 0 11 0 0 23 0 0 24 0 0 0 3 51 0 0 0 0 151 0 0 0 0 0 5 0 18237 3265 0 0 0 0 0 0 0 3 0 0 0 12604 239 7 0 8 631 737 0 2006 0 53994 0 0 266 0 0 0 22 3 5 6 94 936 833 0 270 1577 6 0 39 92 2596 6 23 30 83
D_S60_3 X60 Landrace D Rhizosphere 3 P15 9 113 40 0 37 134 13 947 0 0 6 0 33 2 5 11 0 0 43 4 0 194 0 0 0 0 753 45 5 0 14 301 4 0 0 0 0 0 17 16258 996 0 0 0 20 0 0 7 2 0 0 6 389 79 16 7 11 681 398 1074 5992 0 43996 0 0 1362 3 0 8 65 0 10 6 28 2817 621 0 513 2012 11 18 179 384 1191 13 2 20 1169
D_S61_1 X61 Landrace D Rhizosphere 1 P10 52 818 48 95 16 0 18 605 0 6 9 0 151 7 3 117 0 0 145 0 5 654 0 5 0 0 602 17 17 9 0 1187 14 2 0 4 0 0 19 4308 138 0 0 0 55 0 0 17 3 0 5 15 0 155 25 0 25 2660 482 16 7255 0 60668 0 2 1955 0 6 16 125 14 8 9 49 181 1074 0 582 5774 18 16 127 51 0 0 17 40 70
D_S61_2 X61 Landrace D Rhizosphere 2 P10 19 136 4 57 0 50 9 1386 0 0 0 0 194 3 3 61 0 0 59 0 0 84 0 0 0 40 166 0 0 3 3 594 0 0 0 0 3 9 11 2388 131 0 3 0 7 0 0 7 0 0 4 4 284 184 21 0 8 515 569 7 32052 0 68179 0 0 399 2 6 0 40 3 7 3 26 206 387 0 153 1454 13 17 25 485 127 49 8 7 160
D_S61_3 X61 Landrace D Rhizosphere 3 P10 6 10 7 0 17 64 0 462 0 0 3 0 49 0 0 5 0 0 0 0 0 19 0 0 0 0 64 0 0 0 0 60 0 0 0 0 0 124 4881 1671 28 0 0 0 0 0 0 0 0 0 0 0 12 186 0 0 12 284 4558 1036 3655 0 57345 0 0 168 0 0 0 3 0 0 6 17 197 1411 0 93 1292 12 0 12 143 129 18 10 21 85
D_S62_1 X62 Landrace D Rhizosphere 1 P04 28 115 32 87 29 0 0 801 15 0 9 0 177 2 10 251 0 0 226 0 58 232 0 0 0 0 567 0 40 36 5 2015 8 3 0 3 3 0 36 858 73 0 8 8 61 0 0 25 0 7 48 21 0 249 25 0 47 26402 1353 58 6508 20 22584 0 0 1703 5 0 6 95 5 15 2 414 191 27626 6 542 3290 31 7 128 64 0 248 9 54 226
D_S62_2 X62 Landrace D Rhizosphere 2 P04 0 41 6 11 0 25 0 2645 0 0 0 0 77 2 0 17 0 0 51 0 0 40 0 0 0 0 47 0 0 0 0 144 0 0 0 0 0 4 1058 7364 1125 0 0 0 0 0 0 0 0 0 0 9 222 834 6 0 18 1079 313 0 7757 0 80194 0 0 128 0 0 2 11 5 0 5 10 279 2847 0 149 1237 12 4 26 65 129 13 4 181 126
D_S62_3 X62 Landrace D Rhizosphere 3 P04 7 39 12 25 0 31 13 242 3 0 0 0 23 2 0 9 0 0 7 3 0 54 0 4 0 0 163 3 0 25 5 97 3 4 0 0 0 0 22 16041 331 0 2 0 25 0 0 2 0 0 0 0 63 200 7 0 12 423 222 823 9367 0 35180 0 0 216 0 0 9 22 0 2 8 28 1163 1063 0 196 1903 6 9 75 146 142 63 6 8 462
D_S63_1 X63 Landrace D Rhizosphere 1 P01 196 137 37 47 21 0 0 164 0 0 0 0 153 4 6 119 0 0 96 3 8 231 0 0 0 3 227 2 9 8 0 569 6 0 0 0 0 0 22 2044 0 0 0 0 10 0 0 10 0 0 4 10 0 322 20 0 14 2191 548 0 4744 4 65531 0 0 523 4 0 0 46 5 5 36 41 32 15601 0 327 3142 8 12 36 47 0 66 12 45 68
D_S63_2 X63 Landrace D Rhizosphere 2 P01 0 33 4 26 0 19 5 398 0 0 5 0 61 0 0 22 0 0 30 0 0 83 0 0 0 0 47 0 0 0 0 273 0 0 0 0 0 0 0 5755 29 0 0 0 0 0 0 0 0 0 0 2 419 186 26 0 3 574 363 66 7899 0 84881 0 0 413 2 0 0 19 3 2 3 21 285 1262 0 213 1448 8 6 39 73 205 10 2 24 64
D_S63_3 X63 Landrace D Rhizosphere 3 P01 13 21 29 0 18 924 20 952 0 0 0 0 41 4 2 21 0 3 33 0 0 165 0 0 0 0 362 10 0 6 31 620 8 0 0 0 0 19 29 18497 127 0 0 0 7 0 0 0 0 0 4 0 24 46 0 0 17 333 280 583 3057 6 59851 0 0 491 0 0 20 10 6 0 98 13 482 932 3 244 1501 51 0 46 400 89 18 14 10 153
D_S64_1 X64 Landrace D Rhizosphere 1 P01 282 112 28 43 14 0 5 134 0 0 0 0 86 7 0 93 0 0 114 10 0 253 0 0 0 0 239 0 0 6 0 725 18 0 5 0 0 2 39 7579 3631 0 0 0 31 0 0 5 0 0 0 0 43 147 20 0 15 4115 857 0 2565 0 57944 0 0 860 3 0 7 57 6 7 8 161 256 3966 0 599 1710 18 36 69 30 0 637 30 23 39
D_S64_2 X64 Landrace D Rhizosphere 2 P01 28 24 0 30 0 20 5 173 0 7 2 0 96 0 8 16 0 0 28 0 0 147 0 0 0 0 78 0 0 7 0 141 0 0 0 0 0 40 3 22056 15 0 0 0 5 0 0 0 0 2 4 4 273 152 16 0 9 4628 349 0 20717 2 31081 0 0 115 0 2 2 5 7 6 6 11 2256 5656 0 519 1755 5 8 281 61 238 35 0 14 587
D_S64_3 X64 Landrace D Rhizosphere 3 P01 10 15 9 0 14 73 0 317 0 0 0 0 67 0 0 0 0 0 32 0 0 43 0 0 0 0 106 0 0 0 0 96 0 0 0 0 0 0 8 3255 24 0 0 0 8 0 0 0 0 0 0 2 13 59 0 0 10 81 100 46634 940 0 12294 0 0 104 0 0 0 8 0 0 8 12 149 320 0 48 526 10 0 6 43 50 10 0 4 28
D_S65_1 X65 Landrace D Rhizosphere 1 P01 162 100 31 42 20 0 6 292 9 0 8 0 126 2 10 152 0 0 90 0 5 100 0 0 0 25 218 0 0 11 0 835 8 0 0 0 2 5 5 964 56 0 0 0 8 8 0 10 0 0 2 11 0 159 20 0 13 1734 595 0 1887 0 76707 0 0 439 0 0 5 81 0 10 18 61 94 4759 0 330 2178 17 15 57 19 0 148 6 20 41
D_S65_2 X65 Landrace D Rhizosphere 2 P01 4 54 13 0 24 18 0 479 0 0 2 0 97 3 0 10 0 0 24 0 0 96 0 0 0 0 89 0 0 0 2 479 0 0 0 0 0 8 4 6425 15 0 0 6 0 0 0 0 0 5 2 0 318 47 17 0 18 1707 3106 13 4956 0 79359 0 0 212 0 2 5 9 8 3 16 28 324 292 0 297 1750 10 11 27 52 4180 10 10 11 91
D_S65_3 X65 Landrace D Rhizosphere 3 P01 25 104 27 0 28 66 0 796 0 0 2 0 37 5 0 7 0 0 20 0 0 34 0 0 0 0 151 13 0 0 5 145 6 0 0 2 0 33 24 2849 184 0 0 0 0 2 0 0 0 0 0 0 25 22 9 0 11 1379 646 10434 3626 0 82912 3 0 2833 0 4 2 26 0 0 5 13 394 467 0 189 5797 5 0 28 274 342 36 17 23 130
D_S66_1 X66 Landrace D Rhizosphere 1 P01 254 864 56 72 45 0 0 289 0 0 71 0 1393 5 10 343 0 0 196 0 120 678 14 6 0 0 993 4 0 0 4 2300 28 2 5 0 0 0 0 155 77 0 2 0 52 12 0 25 7 3 16 51 0 135 59 0 29 3610 858 12 18597 0 29309 0 7 2500 11 3 21 177 20 12 24 246 94 882 0 655 9185 27 12 84 50 0 442 18 66 136
D_S66_2 X66 Landrace D Rhizosphere 2 P01 0 79 15 0 31 25 8 465 0 5 3 0 66 0 6 34 0 0 67 5 0 118 0 2 0 0 183 0 6 0 5 545 7 0 0 0 0 52 0 10017 100 0 0 0 41 0 0 0 3 0 0 0 340 38 0 0 29 1750 1862 0 5941 3 85431 0 0 342 0 0 2 39 185 13 21 39 772 623 0 307 1350 14 26 47 108 131 46 9 26 93
D_S66_3 X66 Landrace D Rhizosphere 3 P01 25 15 13 15 15 92 0 813 10 2 0 0 55 0 10 8 0 0 31 2 0 144 4 4 0 9 195 0 0 0 5 118 7 0 0 0 0 15 21 1804 44 0 0 0 19 0 0 3 0 0 4 0 70 39 0 0 13 458 597 57185 3930 0 34168 2 0 323 0 0 3 13 0 3 15 30 148 368 0 313 1334 6 5 27 458 114 20 2 40 83
D_S67_1 X67 Landrace D Rhizosphere 1 P10 120 101 36 65 17 0 10 384 0 6 7 0 169 4 18 133 0 0 100 9 10 127 0 0 0 11 237 0 0 6 4 434 0 0 2 0 0 0 0 4147 5558 0 2 0 0 2 0 7 0 0 444 11 0 11015 9 0 16 3126 600 0 10907 0 58238 0 0 652 3 0 6 45 0 0 22 34 651 1673 2 224 3289 11 11 173 24 0 109 0 29 226
D_S67_2 X67 Landrace D Rhizosphere 2 P10 17 11 0 0 16 10 6 704 0 2 0 0 60 4 3 14 0 0 33 0 0 32 0 0 0 0 53 0 0 0 0 234 0 0 0 0 0 0 4 11995 11 0 0 5 4 0 0 0 0 0 0 0 470 170 7 0 13 1567 362 4 17961 0 72361 0 0 210 0 4 7 25 0 3 2 16 1596 11478 0 119 1102 5 6 87 298 1090 46 0 78 430
D_S67_3 X67 Landrace D Rhizosphere 3 P10 24 42 42 28 14 195 14 1022 0 0 5 0 92 0 0 33 0 0 34 0 0 99 0 0 0 0 554 5 0 5 11 381 14 0 19 0 0 0 15 3198 44 0 0 220 16 0 0 4 0 0 0 0 18 50 16 0 10 276 793 6431 11097 0 80655 0 0 1994 5 4 19 20 0 6 10 40 273 1172 0 173 2109 8 22 103 260 830 374 5 426 124
D_S68_1 X68 Landrace D Rhizosphere 1 P04 110 326 112 127 60 0 32 418 0 3 18 0 228 19 9 346 0 0 213 0 15 532 4 9 0 127 695 0 0 11 0 1943 45 2 0 0 0 3 17 193 41 0 7 0 73 0 0 23 0 18 11 35 0 270 53 0 29 880 711 19 3796 0 65978 0 4 4293 8 8 10 184 0 13 16 64 68 854 0 374 4886 23 7 231 39 0 107 22 12 43
D_S68_2 X68 Landrace D Rhizosphere 2 P04 10 59 23 58 14 21 25 1084 0 0 0 0 105 7 0 40 0 0 80 3 0 141 0 0 0 0 469 0 10 0 10 753 0 0 0 0 0 25 0 1748 89 0 5 367 30 0 0 0 0 5 4 8 30 3898 12 0 12 2064 1104 10 21839 7 66893 0 0 697 0 0 7 28 0 5 6 28 121 998 0 324 2084 32 13 45 149 42 18 6 73 95
D_S68_3 X68 Landrace D Rhizosphere 3 P04 0 0 7 0 11 39 0 333 0 0 0 0 18 4 0 0 0 0 10 0 0 21 0 0 0 0 64 4 0 0 0 65 0 0 0 0 0 0 15 1954 312 0 0 0 0 0 0 0 0 0 3 2 34 9 0 0 10 117 309 880 3136 0 100923 0 0 123 0 0 2 7 0 0 4 10 233 361 0 90 898 13 0 13 125 641 42 0 20 105
D_S69_1 X69 Landrace D Rhizosphere 1 P15 73 83 72 47 0 0 0 293 0 3 6 0 63 5 7 81 2 0 68 0 0 212 6 0 0 0 234 0 19 0 0 809 3 4 0 2 0 540 4 2281 161 0 3 0 23 13 0 0 5 0 3 5 0 113 13 0 13 663 358 0 5678 7 54392 0 0 645 3 0 6 55 0 13 41 30 98 16297 0 291 2699 7 17 58 42 0 70 6 10 47
D_S69_2 X69 Landrace D Rhizosphere 2 P15 260 257 74 94 55 24 29 1886 7 4 8 0 220 8 16 63 0 0 489 8 4 240 0 0 0 221 525 7 25 3 0 1437 10 0 0 0 0 95 6 13522 551 0 0 7 43 4 0 19 0 0 5 22 2218 269 53 6 31 3293 1554 0 14665 7 51498 3 7 1499 6 5 16 110 2 15 13 84 891 2366 5 721 2244 23 19 3227 163 507 70 33 48 377
D_S69_3 X69 Landrace D Rhizosphere 3 P15 0 65 40 0 62 85 0 2502 0 10 0 0 114 4 7 38 0 0 72 0 0 157 0 8 0 0 378 0 0 0 0 282 5 0 0 0 0 12 0 15764 2399 0 0 4 15 24 0 3 0 0 0 0 15 84 113 0 27 292 7536 1385 20439 4 56422 0 0 691 0 3 0 38 0 0 19 25 924 1060 0 266 1403 30 10 29 417 362 65 53 42 171
D_S7_1 X7 Landrace D Rhizosphere 1 P01 14 49 4 27 0 0 0 515 0 0 5 0 197 0 8 31 0 0 55 0 0 142 0 0 0 0 124 0 7 6 0 344 0 0 0 0 10 0 161 312 37 0 0 0 65 0 0 9 0 0 7 11 0 78 9 0 11 1514 307 2 1345 0 68160 0 0 217 0 0 12 36 9 3 0 21 54 523 0 121 1490 8 0 31 22 0 30 8 0 5
D_S7_2 X7 Landrace D Rhizosphere 2 P01 17 86 11 0 27 38 9 5688 3 0 2 0 89 0 3 25 0 0 58 0 5 56 4 0 0 5 137 0 0 6 0 273 6 0 0 0 0 12 0 460 607 0 0 0 44 0 0 0 0 2 0 0 0 413 14 0 6 664 352 196 5190 0 64624 0 0 288 0 0 0 19 0 2 9 19 80 264 0 115 1327 11 0 13 191 54 20 0 5 0
D_S7_3 X7 Landrace D Rhizosphere 3 P01 51 241 25 38 29 294 11 1065 7 0 37 0 89 5 15 35 0 0 43 2 0 92 0 0 0 200 321 0 0 2 7 883 4 0 0 0 0 36 0 5171 56 0 0 4 51 0 0 0 0 0 0 18 267 377 94 0 32 654 1296 21 3869 3 57891 4 0 993 3 67 5 131 8 8 16 88 516 723 0 395 1815 17 35 66 422 618 56 7 20 103
D_S70_1 X70 Landrace D Rhizosphere 1 P01 141 146 60 182 0 0 0 203 0 16 13 0 125 14 16 203 3 0 139 9 19 469 0 11 0 0 617 2 35 18 0 3702 24 2 0 0 2 5 0 266 22 18 0 4 54 0 0 25 7 2 37 29 0 7397 23 0 35 7104 2729 16 3848 5 59501 0 0 2636 0 4 0 169 0 16 25 160 64 404 0 442 2249 5 21 80 77 0 592 10 32 17
D_S70_2 X70 Landrace D Rhizosphere 2 P01 18 40 6 0 28 16 0 377 0 0 2 0 163 0 3 208 0 0 26 4 0 44 0 0 0 0 117 0 0 0 0 216 0 0 0 0 0 0 0 492 7 0 0 16 0 37 0 3 0 0 0 7 26 264 9 0 5 554 804 0 11570 0 68831 0 0 327 0 0 18 40 0 0 2 117 120 22264 0 142 1568 4 5 51 178 43 38 3 18 86
D_S70_3 X70 Landrace D Rhizosphere 3 P01 8 44 15 0 27 36 5 1162 0 0 0 0 111 0 5 3 0 0 15 0 0 22 0 0 0 0 132 7 0 0 0 61 0 0 0 0 0 9 0 1835 46 0 0 0 36 0 0 0 0 0 0 0 15 785 7 0 13 216 392 102 6697 10 71647 0 0 2307 0 4 2 19 0 3 9 12 202 714 0 91 986 13 8 25 173 486 60 9 13 70
D_S71_1 X71 Landrace D Rhizosphere 1 P04 118 122 72 125 76 0 25 209 0 7 19 0 150 8 21 223 0 0 109 8 20 489 0 7 3 0 872 3 0 16 8 2944 7 0 17 7 7 11 6 26742 180 0 6 0 102 0 0 13 20 3 26 23 3 220 0 0 38 5055 702 8 3883 0 23698 3 2 4469 17 7 41 270 0 11 18 171 547 598 0 726 2489 17 30 123 110 0 304 18 22 219
D_S71_2 X71 Landrace D Rhizosphere 2 P04 6 26 17 0 15 17 6 898 0 0 0 0 51 0 0 20 0 0 22 0 0 46 0 0 0 6 82 0 0 0 0 164 0 0 0 0 0 0 3 2406 39 0 0 0 10 0 3 2 0 16 7 0 34 96 16 0 7 843 697 17 6024 0 66456 0 0 217 0 3 4 5 0 0 10 17 116 27721 0 80 1194 0 0 589 62 76 44 74 21 131
D_S71_3 X71 Landrace D Rhizosphere 3 P04 11 19 21 0 29 122 8 783 0 2 3 0 59 2 0 4 0 0 17 0 2 15 0 0 0 0 186 6 0 0 0 93 6 0 0 0 0 7 0 3422 103 0 0 0 11 0 0 0 0 0 0 2 20 875 0 0 10 139 1131 152 2367 0 86117 0 0 260 0 5 0 10 10 0 7 7 177 717 0 95 1206 13 0 16 884 204 35 0 0 35
D_S72_1 X72 Landrace D Rhizosphere 1 P04 172 199 56 63 22 0 5 223 5 2 6 0 143 0 18 128 0 0 118 9 9 145 0 0 0 0 209 11 7 22 0 947 3 0 0 0 0 0 0 124 88 0 0 0 37 13 0 0 0 0 8 8 0 416 19 0 20 2686 654 0 1089 0 69428 0 0 870 8 0 14 47 4 8 21 42 67 564 3 322 2954 14 11 40 24 2 155 17 64 31
D_S72_2 X72 Landrace D Rhizosphere 2 P04 15 65 30 0 24 51 8 969 0 0 5 0 114 0 7 24 0 0 35 5 0 70 0 0 0 5 120 0 2 0 7 321 2 0 0 0 0 0 3 5973 95 0 0 3 0 0 0 4 0 0 0 0 293 1752 16 0 17 369 5104 0 7206 0 99825 0 0 270 2 0 3 34 0 0 6 117 159 1064 5 178 949 8 4 66 142 160 27 34 40 99
D_S72_3 X72 Landrace D Rhizosphere 3 P04 0 23 20 27 29 61 0 2482 0 6 0 0 34 3 0 11 0 0 30 0 0 77 0 0 0 0 342 11 0 0 0 80 0 0 0 0 0 5 0 7060 165 0 3 0 0 0 0 0 0 0 0 0 132 191 15 2 13 208 401 221 1434 0 94779 0 2 454 0 17 4 30 0 0 0 9 450 716 0 156 859 16 0 47 267 593 126 0 9 84
D_S73_1 X73 Landrace D Rhizosphere 1 P10 111 189 674 109 0 0 7 512 0 14 0 0 182 9 8 200 2 0 141 8 22 248 11 0 0 0 564 12 8 5 4 2450 13 0 0 0 0 3 0 172 33 7 3 0 63 2 0 31 6 0 36 0 0 512 29 0 29 5792 927 8 2792 2 77814 3 0 1213 7 2 10 166 3 26 56 68 53 6746 2 848 4541 11 38 69 86 0 125 21 109 35
D_S73_2 X73 Landrace D Rhizosphere 2 P10 49 171 30 22 0 45 0 2719 0 0 0 0 73 3 7 33 0 0 115 5 0 84 0 6 0 0 102 2 2 4 0 326 4 0 0 0 0 0 0 26612 5607 0 0 9 15 0 0 0 0 0 0 3 38 206 22 0 9 560 775 0 4050 0 42429 0 2 1342 0 5 2 30 2 7 0 33 1471 3726 0 303 1183 6 8 74 125 57 612 3 15 4588
D_S73_3 X73 Landrace D Rhizosphere 3 P10 5 16 10 0 7 16 0 221 0 0 0 0 33 0 0 0 0 0 0 0 0 7 0 0 0 0 32 0 0 0 0 50 0 0 0 0 0 3 50 7633 70 0 0 0 0 0 0 0 0 0 0 0 9 164 7 0 8 1546 5070 43 2987 0 33033 0 0 122 0 0 0 5 0 0 6 43 352 74022 0 52 592 0 4 11 71 358 47 0 16 120
D_S74_1 X74 Landrace D Rhizosphere 1 P04 110 353 96 230 0 0 0 5569 3 3 6 0 241 7 21 4852 4 0 1804 6 29 1173 0 0 2 0 944 0 9 142 0 3070 105 4 10 0 0 4 0 568 38 0 0 0 129 0 0 11 4 0 10 18 2 408 74 0 41 2095 10565 19 11877 2 12050 0 0 3258 9 2 24 570 0 6 14 2753 154 1364 3 871 6446 68 114 121 86 0 1995 10 37 120
D_S74_2 X74 Landrace D Rhizosphere 2 P04 0 111 18 37 0 62 0 2723 0 0 7 0 141 0 9 192 0 0 544 2 0 108 0 0 0 139 263 0 7 18 0 683 9 0 0 0 0 0 635 4883 39 0 0 0 46 0 0 0 0 0 2 85 15 119 21 0 0 1410 436 0 9312 3 67586 0 0 683 0 0 19 29 0 0 3 33 246 822 0 184 2230 5 0 65 160 1206 51 7 15 194
