Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
D_R74_3 X74 Landrace D Root 3 P04 81 121 3750 0 0 0 729 0 37 0 0 0 10 17 0 0 0 0 0 0 0 0 7 0 0 0 0 3 387 2164 0 0 2 0 28 0 2 8 0 0 386 672 1815 0 35510 0 0 5 0 0 0 11 1251 32 16164 111 204 11 4
D_R75_1 X75 Landrace D Root 1 P15 25 0 910 0 0 0 493 0 1431 0 0 0 117 69 0 8 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 3 0 9 0 374 0 0 0 573 5686 6588 0 7809 0 0 0 0 0 0 0 49 74 16133 0 874 7354 0
D_R75_2 X75 Landrace D Root 2 P15 83 42 6181 0 0 0 3340 7 408 0 0 0 79 84 0 0 0 0 0 0 0 0 2 0 0 0 0 60 5 73 0 0 20 0 62 0 0 5 0 4 519 751 3770 2 39547 0 0 0 0 0 0 0 154 693 14475 25 35 13 3
D_R75_3 X75 Landrace D Root 3 P15 40 408 4559 0 0 0 8289 2 62 0 0 0 31 17 0 0 0 0 0 0 0 0 22 0 0 0 0 33 63 376 0 0 15 0 180 0 0 1068 0 2 139 856 5385 0 34250 0 0 6 0 0 0 15 371 250 19453 6 113 13 7
D_R76_1 X76 Landrace D Root 1 P04 126 0 6159 0 0 0 2788 0 357 0 0 0 83 59 0 0 2 0 0 0 0 0 4 0 0 0 0 16003 0 29 0 0 41 0 61 0 4 0 0 0 2705 1509 7529 0 16433 0 0 0 0 0 0 0 1370 2351 12456 0 140 285 0
D_R76_2 X76 Landrace D Root 2 P04 34 165 3491 0 0 0 747 4 257 0 0 0 47 18 0 0 0 0 0 0 0 0 0 0 0 0 0 275 249 123 0 0 0 0 3 0 0 140 19 581 14321 5819 8623 0 26891 0 0 0 0 0 0 24 884 30355 5460 644 40 13 15
D_R76_3 X76 Landrace D Root 3 P04 18 126 7274 0 0 0 1043 0 13 0 0 0 52 38 0 0 0 0 0 0 0 7 7 0 0 0 0 583 17 116 0 0 6 0 17 0 0 0 5 638 107 4177 7068 0 53666 0 0 0 0 0 0 43 2171 29 7104 176 51 11 2
D_R77_1 X77 Landrace D Root 1 P01 90 91 5331 0 0 0 1267 3 310 0 0 0 250 45 0 0 0 0 0 0 0 2 9 0 0 0 0 5721 0 37 0 0 67 0 613 0 0 0 0 5 1588 2535 16363 0 3098 0 0 0 0 0 0 0 94 308 13252 0 196 88 0
D_R77_2 X77 Landrace D Root 2 P01 115 228 26962 0 0 0 908 0 180 0 0 0 82 33 686 0 0 3 0 0 0 0 6 0 0 0 0 317 20 113 0 0 211 0 22 0 0 0 0 7 1702 178 12825 0 49616 0 0 0 0 0 0 0 122 208 2467 14 733 56 14
D_R77_3 X77 Landrace D Root 3 P01 64 55 1983 0 0 0 2585 0 380 0 0 0 52 44 0 0 0 0 0 0 0 0 2 0 0 0 0 4962 64 9431 0 0 4 0 2 0 0 0 0 7 194 3126 1760 0 45235 0 0 0 0 0 0 0 194 334 3069 631 368 137 0
D_R78_1 X78 Landrace D Root 1 P01 0 63 30474 0 0 0 247 6 63 0 0 3 4 10 10 0 0 30 0 0 0 0 14 0 0 0 0 191 0 65 25 0 0 0 44 0 0 0 0 0 191 453 293 0 7921 0 0 0 0 0 0 2 75 140 815 36 54 12 0
D_R78_2 X78 Landrace D Root 2 P01 17 20 1571 0 0 0 778 8 76 0 0 0 306 19 0 0 0 0 0 0 0 0 0 0 0 0 0 76 0 48 0 0 0 0 24 0 2 0 0 7 383 160 1169 0 68877 0 0 2 0 0 0 0 46 149 5097 30 86 27 5
D_R78_3 X78 Landrace D Root 3 P01 92 446 63088 0 0 0 606 6 29 0 0 0 21 7 0 0 0 0 0 0 0 0 5 3 0 0 0 2942 12 177 23 0 193 0 0 0 0 0 0 20 260 971 771 0 16975 0 0 0 0 0 0 8 238 348 3930 265 163 48 3
D_R79_1 X79 Landrace D Root 1 P10 69 0 1522 0 2 0 517 52 129 0 3 0 19 24 0 0 0 0 0 0 0 0 3 0 0 0 0 880 2 290 0 0 0 0 35 0 2 0 0 3 866 812 451 0 21930 0 0 0 0 0 0 0 730 360 8942 3977 89 11 0
D_R79_2 X79 Landrace D Root 2 P10 65 22 3215 0 0 0 2113 0 171 0 0 0 165 46 0 0 0 0 0 0 0 0 0 0 0 0 0 5214 19 2567 0 0 71 0 71 0 3 87 0 17 953 479 23746 0 41820 0 0 0 0 0 0 9 833 332 7869 163 481 126 6
D_R79_3 X79 Landrace D Root 3 P10 91 181 5059 0 0 0 506 0 272 0 0 0 86 17 3 0 0 0 0 0 0 0 0 0 0 0 0 25 281 704 0 0 10 0 44 0 3 0 0 15 2148 1732 2922 0 22098 0 0 0 0 0 0 11 1841 55 14066 13085 185 64 12
D_R8_1 X8 Landrace D Root 1 P01 58 209 25698 0 0 0 1849 0 438 0 0 3 139 56 0 0 0 0 0 0 0 0 24 0 0 0 0 281 0 34 0 0 115 0 73 0 0 25 0 138 2893 336 2535 0 1077 0 0 0 0 0 0 14 59 68 16996 0 185 68 0
D_R8_2 X8 Landrace D Root 2 P01 54 314 4865 0 0 0 720 2 38 0 0 0 9 8 0 0 0 0 0 0 0 0 4 0 0 0 0 8360 3 30 0 0 15 0 127 0 60 5 0 107 390 10834 2114 0 34894 0 0 0 0 0 0 0 58 19 3385 102 47 25 0
D_R8_3 X8 Landrace D Root 3 P01 112 364 15139 0 0 0 2017 34 824 0 0 0 69 155 0 0 0 0 0 0 0 0 4 0 0 0 0 20555 8 163 0 0 0 0 77 0 0 7 0 6 1853 3253 2108 0 41836 0 0 0 0 0 0 9 398 1971 10352 46 527 40 0
D_R80_1 X80 Landrace D Root 1 P01 7 63 6462 0 0 0 505 4 75 0 0 0 6 44 0 0 0 0 0 0 0 0 17 0 0 0 0 99 0 9187 2 0 3 0 52 0 0 0 0 0 466 1566 12476 0 15959 0 0 0 0 0 0 3 597 143 4308 78 94 65 0
D_R80_2 X80 Landrace D Root 2 P01 54 54 12340 0 0 0 420 0 48 0 0 0 76 15 0 0 0 0 0 0 0 0 4 5 0 0 0 50 50 16219 0 0 421 0 23 0 4 0 0 15 921 3355 22597 0 19472 0 0 0 0 0 0 6 1469 164 5613 104 143 60 8
D_R80_3 X80 Landrace D Root 3 P01 108 262 25535 0 0 0 339 0 106 0 0 0 42 30 0 0 0 0 0 0 0 0 0 0 0 0 0 1363 97 1653 0 0 18 0 10 0 0 0 0 9 350 556 4942 0 29892 0 0 3 0 0 0 29 340 669 6268 3443 416 49 8
D_R81_1 X81 Landrace D Root 1 P10 12 67 1334 0 0 0 589 2 97 0 0 0 0 26 13 0 0 0 0 0 0 0 0 0 0 0 0 77 0 1954 0 0 0 0 2249 0 0 2 0 27 2669 3029 11339 0 34884 0 0 0 0 0 0 0 1099 87 3005 30 37 15 0
D_R81_2 X81 Landrace D Root 2 P10 37 121 2319 0 0 0 811 0 142 0 0 0 30 20 0 0 0 0 0 0 0 0 0 0 0 0 0 64 101 2851 0 0 10 0 4507 0 0 11 0 8 4586 5076 26702 0 34653 0 0 0 0 0 0 0 1913 304 4982 50 34 5 0
D_R81_3 X81 Landrace D Root 3 P10 77 121 6412 0 0 0 752 0 113 0 0 0 103 35 0 0 0 0 0 0 0 0 5 0 0 0 0 35 28 298 0 0 3232 0 13 0 3 0 0 33 552 1532 2490 0 44446 0 0 0 0 0 0 25 400 24 13226 338 445 177 5
D_R82_1 X82 Landrace D Root 1 P04 22 8 2279 0 0 0 389 7 61 0 0 0 9 36 18 0 0 0 0 0 0 0 17 0 4 0 0 317 2 243 0 0 0 0 46 0 0 0 0 0 405 560 6332 0 44381 0 0 0 0 0 0 0 1331 123 1238 35 86 26 0
D_R82_2 X82 Landrace D Root 2 P04 45 139 4202 0 0 0 410 0 71 0 0 0 59 17 0 0 0 0 0 0 0 0 2 0 0 0 0 72 45 665 10 0 33 0 82 0 2 6 0 7 508 704 23850 0 56321 0 0 0 0 0 0 9 2648 263 2474 10 51 51 18
D_R82_3 X82 Landrace D Root 3 P04 81 1305 22721 0 0 0 577 3 133 0 0 0 46 16 0 0 0 0 0 0 0 0 0 0 0 0 0 931 20 705 0 0 90 0 25 0 0 0 0 23 605 2464 3392 0 34724 0 0 0 15 0 0 16 1000 1595 10935 345 111 47 11
D_R83_1 X83 Landrace D Root 1 P10 108 0 6480 0 0 0 2130 44 291 0 0 0 178 257 0 0 0 0 0 0 0 0 7 0 0 0 0 25130 0 13 0 0 500 0 127 0 4 0 28 10 1200 2280 2006 0 9606 0 0 0 0 0 0 0 58 8138 13616 0 334 194 0
D_R83_2 X83 Landrace D Root 2 P10 40 507 5757 0 0 0 687 2 108 0 0 0 127 83 0 180 0 5 0 0 0 0 21 0 0 0 0 115 183 4216 0 0 3 0 41 0 13 0 0 3 2827 577 25996 11 44317 0 0 0 0 0 0 7 967 244 7060 96 374 23 32
D_R83_3 X83 Landrace D Root 3 P10 232 403 7920 0 0 0 477 0 420 0 0 0 64 39 0 0 0 0 0 0 0 0 5 0 0 0 0 779 16 219 0 0 495 0 48 0 19 10 0 10 76 375 2827 0 46194 0 0 0 0 0 0 22 123 62 5264 181 122 18 4
D_R84_1 X84 Landrace D Root 1 P04 73 0 789 0 0 0 475 0 151 0 0 0 35 30 0 0 0 0 0 0 0 0 0 0 0 0 0 464 0 0 0 0 12 0 30 0 0 0 3 0 575 452 1811 0 26987 0 0 0 0 0 0 0 44 174 3366 0 231 64 0
D_R84_2 X84 Landrace D Root 2 P04 34 578 7269 0 0 0 833 0 62 0 0 0 36 8 0 0 0 0 0 0 0 0 0 0 0 0 0 65 89 188 0 0 0 0 18 0 0 0 0 4 464 1647 39966 0 30939 0 0 0 0 0 0 6 235 54 1326 32 40 0 2
D_R84_3 X84 Landrace D Root 3 P04 113 667 10644 0 0 0 1279 0 75 0 0 0 19 87 0 0 0 0 0 0 0 0 8 0 0 0 0 25 328 14972 0 0 6 0 29 0 5 5 0 25 285 409 2728 0 52684 0 0 0 0 0 18 6 1961 313 9778 2323 121 18 25
D_R85_1 X85 Landrace D Root 1 P15 76 235 2116 0 0 0 1716 0 400 0 0 0 295 134 0 0 0 0 0 0 0 0 2310 0 0 0 0 7805 0 186 0 0 0 0 21 0 0 12 0 13 3639 780 4080 0 13868 0 0 0 0 0 0 0 165 68 27657 0 152 15 6
D_R85_2 X85 Landrace D Root 2 P15 36 83 33881 0 0 0 1040 0 71 0 0 0 30 16 0 0 0 0 0 0 0 0 0 0 0 0 0 5504 3 37 0 0 0 0 9 0 0 8 0 13 202 6189 14293 0 31380 0 0 0 0 0 0 2 48 61 3247 13 12 38 6
D_R85_3 X85 Landrace D Root 3 P15 85 705 29802 0 0 0 495 0 246 0 0 0 32 77 10 0 0 0 0 0 0 0 7 0 7 0 0 977 15 465 0 0 82 0 264 0 3 31 0 6 391 481 3032 0 33373 0 0 3 0 0 0 118 122 369 15059 290 22 151 0
D_R86_1 X86 Landrace D Root 1 P01 43 22 1305 0 0 0 1536 0 133 0 0 0 289 81 0 0 0 0 0 0 0 0 11 0 0 0 0 154 80 18830 0 0 0 0 38 0 13 2980 0 17 7457 889 2363 0 2388 0 0 0 0 0 0 0 3811 36 17865 0 2531 10 3
D_R86_2 X86 Landrace D Root 2 P01 145 236 5196 0 0 0 1238 0 317 0 0 0 229 64 0 0 0 0 0 0 0 0 0 0 0 0 0 177 27 122 0 0 8 0 88 0 10 0 0 0 1849 10715 33807 0 24800 0 0 3 0 0 0 5 122 23 5283 22 199 53 3
D_R86_3 X86 Landrace D Root 3 P01 12 379 12619 0 0 0 763 0 243 0 7 0 131 522 0 0 0 0 0 0 0 2 0 0 0 0 0 15 183 69 0 0 12 0 35 0 30 0 0 6 503 424 2540 0 25295 0 0 47 0 0 0 447 597 24 11504 39300 78 2 6
D_R87_1 X87 Landrace D Root 1 P04 98 477 4951 3 0 0 4683 4 1611 0 0 0 85 194 0 0 0 0 0 0 0 0 9 0 0 0 0 12679 0 66 0 0 0 0 12 0 0 4 4 443 3611 359 1249 0 28668 0 0 0 0 0 0 0 89 494 15940 0 69 14 0
D_R87_2 X87 Landrace D Root 2 P04 154 118 1399 0 0 0 1543 0 352 0 0 0 359 40 0 0 0 0 0 0 0 0 7 0 0 0 0 93 11 1253 0 0 8 0 8 0 42 15 3 110 561 440 2388 0 72347 0 0 0 0 0 0 4 815 331 9133 17 17 33 2
D_R87_3 X87 Landrace D Root 3 P04 59 349 10183 0 0 0 1392 2 407 0 0 0 47 68 0 0 0 0 0 0 0 0 19 0 0 0 0 16 269 32 0 0 31 0 41 0 0 0 0 9 482 559 3020 0 53651 0 0 0 0 0 0 286 8681 14 11466 2843 94 1956 7
D_R88_1 X88 Landrace D Root 1 P04 79 643 3146 0 0 0 1837 4 222 0 0 0 533 165 0 0 0 0 0 0 0 0 7 0 0 0 0 1241 12 51 0 0 259 0 7 0 3 3 0 11 3071 783 3373 0 42880 0 0 0 0 0 0 0 67 245 7849 0 615 14 0
D_R88_2 X88 Landrace D Root 2 P04 25 165 6328 0 0 0 399 0 66 0 0 0 125 15 0 0 0 0 0 0 0 0 0 0 0 0 0 144 3 132 0 0 6 0 20 0 0 15 2 4 181 501 8582 0 60105 0 0 0 0 0 0 4 23 15 4027 8 21 27 0
D_R88_3 X88 Landrace D Root 3 P04 15 73 1507 0 0 0 542 0 14 0 0 0 0 50 0 0 0 0 0 0 0 2 5 0 0 0 0 73487 99 340 0 0 0 0 8 0 0 0 1355 28 131 426 1357 0 18945 0 0 0 0 0 0 2 777 29 4201 92 238 0 0
D_R89_1 X89 Landrace D Root 1 P01 74 806 1591 0 0 0 1198 2 171 0 0 0 752 34 0 0 0 0 0 0 0 0 20 0 0 0 0 1472 68 210 0 0 8 0 6 0 48 36 0 21 4961 1463 6782 0 2298 0 0 0 0 0 0 0 551 199 26523 0 474 76 2
D_R89_2 X89 Landrace D Root 2 P01 66 1985 8076 0 0 0 2003 3 231 0 0 0 43 21 0 2 0 0 0 0 0 0 0 0 0 0 0 291 0 53 0 0 0 0 16 0 0 0 0 0 826 619 15850 0 74057 0 0 0 0 0 0 0 27 112 2292 6 22 18 0
D_R89_3 X89 Landrace D Root 3 P01 26 149 5761 0 0 0 2072 0 295 0 0 0 53 41 0 0 0 0 0 0 0 0 88 2 0 0 0 840 15 405 0 0 0 0 39 0 0 0 0 0 357 2022 3708 0 60033 0 0 0 0 0 0 0 78 48 5292 35 146 5 0
D_R9_1 X9 Landrace D Root 1 P15 233 95 2404 0 0 0 1897 4 478 0 0 2 256 277 0 0 0 0 0 0 0 0 51 0 0 0 0 7439 142 83 0 0 25 0 275 0 4 25 0 0 1115 305 419 0 4642 0 0 0 0 0 0 50 151 60 14927 0 253 59 0
D_R9_2 X9 Landrace D Root 2 P15 85 9 2305 0 0 0 536 0 351 0 0 0 9 90 0 0 0 0 0 0 0 0 6 0 0 0 0 24 29 42 0 0 279 0 56 0 70 0 4 7 4089 517 1977 0 42703 0 0 68 0 0 0 587 315 24 9439 331 23 1196 0
D_R9_3 X9 Landrace D Root 3 P15 233 415 7723 0 0 0 712 3 198 0 0 0 28 26 0 0 0 0 0 0 0 0 3 0 0 0 0 138 143 36731 0 0 2 0 16 0 0 0 0 23 945 2278 1085 0 3059 0 0 0 0 0 0 18 1333 120 19616 84 1193 41 2
D_R90_1 X90 Landrace D Root 1 P04 83 0 5858 0 0 0 1524 0 396 0 0 0 392 251 0 0 0 9 0 0 0 0 25 8 0 0 0 543 0 204 0 0 0 0 1140 0 0 7 0 54 1968 755 3610 0 1728 0 0 0 0 0 0 0 99 21 16420 0 687 23 0
D_R90_2 X90 Landrace D Root 2 P04 86 50 4110 0 0 0 908 6 245 0 0 0 352 27 0 0 0 5 0 0 0 0 5 0 0 0 0 70 2 72 0 0 160 0 35 0 16 4 0 4 1753 6160 26919 0 59190 0 0 0 0 0 0 465 30 22 2692 0 31 88 4
D_R90_3 X90 Landrace D Root 3 P04 41 305 11584 0 0 0 461 0 75 0 0 0 25 34 0 0 0 3 0 0 0 0 15 37 0 0 0 2267 90 286 0 0 137 0 25 0 0 0 0 0 547 505 1338 0 17167 0 0 0 0 0 0 88 188 45 6567 24 146 9 2
D_R91_1 X91 Landrace D Root 1 P10 42 132 2200 0 0 0 7089 6 143 0 0 0 592 70 0 0 0 0 0 0 0 0 8 0 0 0 0 5301 89 60 0 0 0 0 132 0 0 14 0 0 879 968 1309 0 2722 0 0 0 0 0 0 0 137 25 14555 0 345 23 0
D_R91_2 X91 Landrace D Root 2 P10 110 3573 6257 0 0 0 333 0 125 0 0 0 54 66 0 0 0 0 0 0 0 0 4 0 0 0 0 223 58 876 0 0 913 0 0 0 3 0 0 0 2295 347 14853 0 55091 0 0 0 0 0 0 8 1039 68 3549 21 11 136 13
D_R91_3 X91 Landrace D Root 3 P10 49 390 12466 0 0 0 707 0 71 0 0 0 77 205 0 0 0 0 0 0 0 4 6 0 0 0 0 197 203 161 0 0 9 0 65 0 0 0 6 0 1578 737 3267 0 41956 0 0 0 0 0 0 222 4633 917 8613 5370 43 10 4
D_R92_1 X92 Landrace D Root 1 P10 0 39 6502 0 0 0 693 9 429 0 0 0 24 52 11 0 0 0 0 0 0 0 2 2 0 0 0 2146 0 78 0 0 0 0 43 0 0 3 0 18 936 788 685 0 46313 0 0 3 0 0 0 6 264 180 2849 87 145 15 0
D_R92_2 X92 Landrace D Root 2 P10 33 311 10476 0 0 0 836 12 706 0 0 0 130 133 0 0 0 0 0 0 0 0 0 11 0 0 0 12793 7 53 0 0 0 0 18 0 0 0 4 6 1155 549 1845 0 46564 0 0 3 0 0 0 34 48 96 3007 7 27 27 0
D_R92_3 X92 Landrace D Root 3 P10 48 591 16776 0 0 0 1102 0 278 0 0 0 146 6 0 0 0 2 0 0 0 0 3 0 0 0 0 2292 11 435 0 0 9 0 20 0 0 3 0 0 408 294 1556 0 26675 0 0 4 0 0 0 0 202 45 7120 79 48 441 3
D_R93_1 X93 Landrace D Root 1 P04 24 0 347 0 0 0 3531 0 2496 0 0 0 634 677 27 8 0 46 0 0 0 0 29 0 0 0 0 264 21 46 0 0 0 0 229 0 34 4 0 0 399 678 641 0 47582 0 0 2 0 0 0 0 30 59 7387 0 192 156 0
D_R93_2 X93 Landrace D Root 2 P04 97 113 2793 0 0 0 885 0 730 0 0 0 124 40 0 0 0 0 0 0 0 0 0 0 0 0 0 155 354 1701 0 0 9 0 114 0 0 0 0 0 547 2815 16480 0 62522 0 0 0 0 0 0 198 951 27 3712 1319 141 262 3
D_R93_3 X93 Landrace D Root 3 P04 19 25 33978 0 0 2 541 0 32 0 0 0 128 17 0 0 0 0 0 0 0 0 78 0 0 0 0 204 555 448 0 0 101 0 26 0 0 0 6 14 2527 846 3424 0 8899 0 0 5 0 0 0 0 2544 27 6245 37 431 0 21
D_R94_1 X94 Landrace D Root 1 P01 63 15 3853 0 0 0 3139 5 781 0 0 0 15 61 6 0 0 0 0 0 0 0 13 0 0 0 0 5615 0 105 0 0 0 0 38 0 0 8 5 0 646 734 1866 0 24305 0 0 0 0 0 0 5 208 908 4944 62 39 46 0
D_R94_2 X94 Landrace D Root 2 P01 161 236 7248 0 0 0 4035 0 936 0 0 0 201 32 0 0 0 0 0 0 0 0 3 0 0 0 0 21576 6 33 0 0 0 0 11 0 0 13 24 5 996 1051 4945 0 21739 0 0 2 0 0 0 100 186 1096 6032 13 26 56 6
D_R94_3 X94 Landrace D Root 3 P01 172 172 5835 0 0 0 732 0 108 0 0 0 110 14 0 0 0 0 0 0 0 0 21 0 0 0 0 947 85 24179 0 0 4 0 124 0 8 0 0 10 180 3743 2252 0 11659 0 0 0 0 0 0 3 3369 2650 13735 34 101 18 4
D_R95_1 X95 Landrace D Root 1 P15 20 5 2339 0 0 0 502 6 127 0 0 0 0 26 0 0 0 6 0 0 0 0 9 0 0 0 0 145 0 101 0 0 0 0 25 0 3 4 0 0 622 234 5862 0 50716 0 0 0 0 0 0 0 84 91 1814 32 28 22 0
D_R95_2 X95 Landrace D Root 2 P15 114 232 6645 0 0 0 1106 0 391 0 0 0 190 89 0 0 0 348 0 0 0 0 0 0 0 0 0 568 46 95 0 0 64 0 37 0 0 7 0 5 4314 833 31917 0 53166 0 0 0 0 0 0 40 59 68 6645 77 64 191 5
D_R95_3 X95 Landrace D Root 3 P15 102 35 2862 0 0 0 799 0 554 0 0 0 74 10 0 0 0 0 0 0 0 0 5 0 0 0 0 52900 31 287 0 0 9 0 276 0 0 8 5 0 101 1219 1818 0 4518 0 0 0 0 0 0 14 293 1972 11218 28 269 14 9
D_R96_1 X96 Landrace D Root 1 P01 70 0 997 0 0 0 2119 0 166 0 0 0 21 8 0 0 0 0 0 0 0 0 19 0 0 0 0 2341 0 59 0 0 0 0 0 0 0 4 4 9 1078 4445 963 0 1297 0 0 0 0 0 0 0 219 144 15504 0 55 13 0
D_R96_2 X96 Landrace D Root 2 P01 113 204 25195 0 0 0 2567 23 285 0 0 0 393 147 0 0 0 0 0 0 0 0 5 0 0 0 0 32 26 170 0 0 39 0 211 0 0 16 0 0 286 246 3125 0 39606 0 0 0 0 0 0 454 185 104 6827 100 864 128 42
D_R96_3 X96 Landrace D Root 3 P01 94 320 11057 0 0 0 1994 0 604 0 0 0 219 143 0 0 0 0 0 0 0 0 14 0 0 0 0 272 47 19707 0 0 0 0 1736 0 3 2 0 0 2210 367 3061 0 4412 0 0 0 0 0 14 0 1245 50 13846 211 294 0 12
D_R97_1 X97 Landrace D Root 1 P15 25 36 1441 0 0 0 1227 21 277 0 0 0 0 339 0 0 0 0 0 0 0 0 3 0 0 0 0 91 0 246 0 0 0 0 85 0 11 88 0 6 183 227 1402 0 41718 0 0 0 0 0 0 3 112 1710 2517 33 38 88 0
D_R97_2 X97 Landrace D Root 2 P15 104 118 5645 0 0 0 3863 80 1512 0 0 0 96 660 0 0 0 0 0 0 0 0 4 0 0 0 0 3655 25 875 0 0 31 0 442 0 0 452 0 0 234 568 7305 0 70912 0 0 0 0 0 0 18 231 4103 5890 47 214 328 17
D_R97_3 X97 Landrace D Root 3 P15 26 186 35626 0 0 0 210 0 11 0 0 0 8 6 14 8 0 0 0 0 0 0 0 0 5 0 0 276 6 19384 0 0 0 0 26 0 0 0 51 2 72 1074 9805 0 18494 0 0 0 0 0 0 5 802 109 2215 19 38 5 0
D_R98_1 X98 Inbred_line D Root 1 P10 90 4 1913 0 0 0 4375 54 699 0 0 0 243 93 0 0 0 0 0 0 0 0 11 0 0 0 0 13923 0 51 12 0 23 0 60 0 5 12 0 3 1739 13927 2198 0 19230 0 0 0 0 0 0 0 116 497 14765 0 138 147 0
D_R98_2 X98 Inbred_line D Root 2 P10 75 193 6166 0 0 0 2097 0 256 0 0 2 232 86 0 0 0 4 0 0 0 0 0 0 0 0 0 64 4 2277 2 0 22 0 55 0 35 0 0 0 860 828 3889 0 77659 0 0 0 0 0 0 27 35 60 4822 38 19 31 0
D_R98_3 X98 Inbred_line D Root 3 P10 9 18 35377 0 0 0 1000 0 48 0 0 0 167 7 0 0 0 0 0 0 0 0 0 0 0 0 0 75 12 68 0 0 0 0 7 0 0 0 5 0 80 151 554 0 53716 0 0 0 0 0 0 8 268 0 2371 462 239 0 2
D_R99_1 X99 Inbred_line D Root 1 P01 12 8 1030 0 0 0 558 2 189 0 0 0 7 28 0 0 0 0 0 0 0 0 3 0 0 0 0 128 0 59 0 0 53 0 32 0 0 0 0 4 162 402 314 0 52815 0 0 0 0 0 0 120 114 76 1557 48 8 5 0
D_R99_2 X99 Inbred_line D Root 2 P01 54 158 5822 0 0 0 3372 3 856 0 0 0 158 85 0 0 2 0 0 0 0 0 0 0 0 0 0 38 2 52 0 0 28 0 130 0 10 5 0 4 381 734 1379 0 71782 0 0 2 0 0 0 28 384 116 6191 96 18 81 7
D_R99_3 X99 Inbred_line D Root 3 P01 14 28 1510 0 0 0 1880 0 25 0 0 0 168 4 0 0 0 0 0 0 0 0 4 0 0 0 0 89 9 68 0 0 757 0 13 0 0 0 0 0 900 7693 11684 0 67690 0 0 0 0 0 0 4 268 14 1994 77 43 29 0
LN_R1_1 X1 Landrace LN Root 1 P12 79 3 5659 0 0 0 2396 2 59 0 0 0 247 99 13 0 0 0 0 0 0 0 12 0 0 0 0 90 3 11 0 0 0 0 456 0 8 0 0 23 2159 1210 749 0 25219 0 0 13 0 0 0 0 54 178 42152 0 96 16 29
LN_R1_2 X1 Landrace LN Root 2 P12 94 34 2505 0 0 0 1344 46 342 0 0 0 26 136 7 0 0 0 0 0 0 0 12 0 0 0 0 1666 0 43 0 0 12 0 13 0 8 0 0 7 344 1014 514 0 27230 0 0 0 0 0 0 0 180 427 5911 0 93 22 0
LN_R1_3 X1 Landrace LN Root 3 P12 66 23 14634 0 0 0 2009 0 310 0 0 0 179 15 0 0 0 0 0 0 0 2 30 0 0 0 0 30 7 55 0 0 4 0 14 0 18 0 0 18 146 3041 949 0 42138 0 0 2 0 0 0 2494 191 49 2417 102 13 348 0
LN_R10_1 X10 Landrace LN Root 1 P07 30 13 7368 0 0 0 1437 0 165 0 0 0 169 376 0 0 0 0 0 0 0 2 51 0 0 0 0 237 492 9 0 0 4 3 40 0 34 0 4 60 653 6384 574 0 35607 0 0 2 0 0 0 32 2916 378 12123 151 30 35 11
LN_R10_2 X10 Landrace LN Root 2 P07 20 361 5729 0 0 0 1400 0 633 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 50 0 67 0 2 0 0 23 32 1404 1325 0 35853 0 0 0 0 0 0 10 13 54 2126 13 10 0 0
LN_R10_3 X10 Landrace LN Root 3 P07 108 24 5491 0 0 0 7606 4 291 0 0 0 180 46 0 0 0 0 0 0 0 0 0 0 0 0 0 47 12 4 0 0 844 0 3425 0 7 0 0 0 173 6310 2156 0 39442 0 0 0 0 0 0 551 138 49 9626 59 57 94 0
LN_R100_1 X100 Inbred_line LN Root 1 P12 12 52 1404 0 0 0 4672 0 1604 0 16 0 239 20 0 0 0 0 0 0 0 7 3 0 0 0 0 18 2 0 0 0 8 0 25 0 9 0 0 11 533 580 3446 0 1493 0 0 0 0 0 0 0 4 61 12515 0 9 29 0
LN_R100_2 X100 Inbred_line LN Root 2 P12 24 15 14249 0 0 0 1014 17 29 0 0 0 93 9 0 0 0 0 0 0 0 0 8 0 0 0 0 4621 0 0 0 0 24 0 9 0 0 0 0 17 668 5527 1047 0 14492 0 0 0 0 0 0 2 300 102 3767 278 12 8 0
