Genotype Germplasm Treatment Compartment Block Plot Lasiosphaeriaceae Chaetomiaceae Pezizomycotina_fam_Incertae_sedis Sordariaceae Trichosphaeriaceae Bartaliniaceae Xylariales_fam_Incertae_sedis Chaetosphaeriaceae Myrmecridiaceae Microascales_fam_Incertae_sedis Microascaceae Togniniaceae Periconiaceae Herpotrichiellaceae Cladosporiaceae Mycosphaerellaceae Leotiaceae Piskurozymaceae Pyronemataceae Sanchytriaceae Sympoventuriaceae Chytridiaceae Mortierellaceae Chrysozymaceae Mrakiaceae Rhizophydiaceae Geastraceae Ceratobasidiaceae Rhizopodaceae Entolomataceae Strophariaceae Ganodermataceae Cantharellales_fam_Incertae_sedis Piptocephalidaceae Phaeosphaeriaceae Gymnoascaceae Pleosporaceae Didymosphaeriaceae Thyridariaceae Stachybotryaceae Bionectriaceae Hypocreales_fam_Incertae_sedis Aspergillaceae Arachnomycetaceae Trichocomaceae Myxotrichaceae Hyaloscyphaceae Pseudeurotiaceae Onygenales_fam_Incertae_sedis Sordariales_fam_Incertae_sedis Glomerellaceae Pezizaceae Clavicipitaceae Hypocreaceae Nectriaceae Cordycipitaceae Helotiaceae Niessliaceae Ophiocordycipitaceae
D_R104_2 X104 Inbred_line D Root 2 P04 11 966 12655 0 0 0 1052 18 61 0 0 0 168 36 0 0 0 2 0 0 0 0 0 0 0 0 0 231 38 1251 0 0 38 0 37 0 45 0 0 0 1226 1497 2417 0 33906 0 0 0 0 0 0 2559 412 48 3924 49 14 85 3
D_R104_3 X104 Inbred_line D Root 3 P04 76 2264 19726 0 0 0 410 5 54 0 0 0 100 15 6 3 0 0 0 0 0 0 12 0 0 0 0 2556 50 705 0 0 11 0 9 0 93 0 2 0 675 1793 1426 0 18907 0 0 148 0 0 0 26 466 96 27641 181 179 271 6
D_R105_1 X105 Inbred_line D Root 1 P10 327 0 566 0 0 0 16406 24 2686 0 0 0 617 353 0 0 0 0 0 0 0 0 0 0 0 0 0 6468 0 257 0 0 224 0 20 0 0 0 121 2 3620 566 3809 0 13093 0 0 0 0 0 0 43 30 4364 11598 0 281 14 0
D_R105_2 X105 Inbred_line D Root 2 P10 31 205 3818 0 0 0 749 5 87 0 0 0 310 47 0 0 0 0 0 0 0 0 5 2 0 0 0 58 168 183 0 0 74 0 1216 0 11 9 0 3 454 890 2042 0 72061 0 0 0 0 0 0 9094 702 78 5004 4942 28 76 8
D_R105_3 X105 Inbred_line D Root 3 P10 117 156 3723 0 0 0 669 0 99 0 0 0 64 12 0 7 0 0 0 0 0 0 6 0 2 0 0 51 980 17080 0 0 1108 0 6 0 4 0 0 23 1256 2243 1733 0 33412 0 0 0 0 0 0 0 1683 64 11508 70 616 9 37
D_R106_1 X106 Inbred_line D Root 1 P10 56 44 1190 0 0 0 2582 7 1310 0 0 3 248 29 0 0 0 0 0 0 0 0 0 0 0 0 0 723 0 59 0 0 6 0 10 0 6 275 0 0 9139 469 11327 0 14149 0 0 0 0 0 0 0 54 765 21010 0 37 32 0
D_R106_2 X106 Inbred_line D Root 2 P10 112 3069 3050 0 0 0 721 0 230 0 0 0 142 33 0 0 0 0 0 0 0 0 17 0 0 0 0 310 172 24 0 0 42 0 42 0 18 2 0 0 6346 3612 14038 0 52580 0 0 0 0 0 0 54 601 972 10624 59 17 166 8
D_R106_3 X106 Inbred_line D Root 3 P10 164 1734 6712 0 0 0 1018 13 820 0 0 0 24 222 0 10 0 0 0 0 0 0 0 0 0 0 0 26914 11 409 0 0 4 0 18 0 10 0 0 10 188 3568 1151 0 32313 0 0 0 0 0 0 193 306 1246 13301 126 126 6 20
D_R107_1 X107 Inbred_line D Root 1 P15 23 0 2437 0 0 0 890 0 1525 0 0 0 2168 21 0 0 0 0 0 0 0 0 0 0 0 0 0 232 0 4994 0 0 3 0 28 0 6 0 0 6 529 617 3729 0 8983 0 0 0 0 0 0 0 28 29 14121 0 97 26 0
D_R107_2 X107 Inbred_line D Root 2 P15 110 53 1514 0 0 0 1323 5 171 0 0 0 143 41 0 0 0 56 0 0 0 0 4 0 0 0 0 44 6 156 0 0 0 0 29 0 7 0 0 5 318 506 12879 0 68856 0 0 0 0 0 0 353 77 80 3115 15 204 77 4
D_R107_3 X107 Inbred_line D Root 3 P15 204 636 32501 0 0 0 738 3 258 0 0 0 29 222 0 0 0 0 0 0 0 0 0 0 0 0 0 1695 8 76 0 0 23 0 36 0 19 0 12 0 61 533 11278 0 13708 0 0 0 0 0 0 73 82 122 17420 66 74 15 20
D_R108_1 X108 Inbred_line D Root 1 P10 97 23 450 0 0 5 683 22 1256 0 0 0 27 85 0 68 0 0 0 0 0 0 0 0 0 0 0 832 7 89 0 0 538 0 27 0 9 0 0 0 166 602 486 0 365 0 0 0 0 0 0 0 113 198 5831 146 73 9 0
D_R108_2 X108 Inbred_line D Root 2 P10 20 13 3244 0 0 0 2877 0 120 0 0 0 283 123 0 0 0 0 0 0 0 0 8 0 0 0 0 36 1467 1753 0 0 0 0 383 0 0 25 4 0 541 402 6926 0 63279 0 0 0 0 0 0 5 3281 1831 3433 1350 61 96 16
D_R108_3 X108 Inbred_line D Root 3 P10 130 424 4800 0 0 0 1477 0 96 0 0 0 275 46 0 15 0 0 0 0 0 0 157 0 10 0 0 172 251 2618 0 0 9 0 60 0 219 225 0 0 392 634 8668 0 36068 0 0 0 0 0 24 4 4964 91 15095 4581 1020 5 80
D_R109_1 X109 Hybrid D Root 1 P15 67 1024 988 0 0 0 1310 0 157 0 0 0 123 42 0 0 0 0 0 0 0 0 0 0 0 0 0 90 0 29 0 0 3 0 7 0 0 0 5 0 9129 1458 4142 0 32744 0 0 0 0 0 0 0 43 86 15968 0 162 40 0
D_R109_2 X109 Hybrid D Root 2 P15 75 15 5693 0 0 0 1629 0 288 0 0 0 200 28 0 0 0 0 0 0 0 0 0 0 0 0 0 103 6 95 0 0 7 0 41 0 20 40 4 125 266 4149 8378 0 78925 0 0 0 0 0 0 0 102 179 7102 9 27 107 7
D_R109_3 X109 Hybrid D Root 3 P15 126 104 9607 0 0 0 897 0 129 0 0 0 52 10 0 0 0 0 0 0 0 0 0 0 0 0 0 944 2 75 0 0 9 0 7 0 0 0 0 29 1764 14608 9444 0 42673 0 0 15 0 0 0 28 94 315 6833 23 997 99 3
D_R11_1 X11 Landrace D Root 1 P10 115 1127 1500 0 0 0 2128 11 373 0 0 0 231 386 0 0 0 0 0 0 0 0 12 0 0 0 0 1070 99 15778 0 0 1072 0 182 0 0 12 0 0 3518 128 1233 0 2243 0 0 3 0 0 0 0 1290 33 11179 0 5945 0 0
D_R11_2 X11 Landrace D Root 2 P10 32 10 4476 0 0 0 621 0 67 0 0 0 18 2 0 0 0 0 0 0 0 0 4 0 0 0 0 18 358 27 0 0 0 0 9 0 8578 192 2 581 410 3999 1456 0 22785 0 0 0 0 0 0 15 4849 16 3619 4630 34 10 2
D_R11_3 X11 Landrace D Root 3 P10 139 528 8626 0 0 0 806 4 56 0 0 0 71 47 0 0 0 0 0 0 0 0 2 0 0 0 0 605 14 166 0 0 0 0 11 0 0 25 0 3 2061 3268 3806 0 52489 0 0 0 0 0 0 7 238 85 11510 39 221 587 0
D_R110_1 X110 Hybrid D Root 1 P01 43 89 150 0 0 0 564 0 990 0 0 0 90 76 0 7 0 0 0 0 0 0 0 0 0 0 0 15 0 8 84 0 0 0 0 0 13 0 0 3 407 3025 699 0 61669 0 0 0 0 0 0 0 24 36 5160 0 53 101 0
D_R110_2 X110 Hybrid D Root 2 P01 76 2341 22473 0 0 0 1029 5 414 0 0 0 361 7 0 0 0 0 0 0 0 0 6 0 0 0 0 29 6 109 10 0 0 0 27 0 6 0 0 0 1523 548 2229 0 56977 0 0 0 0 0 0 4 21 80 2774 8 0 56 3
D_R110_3 X110 Hybrid D Root 3 P01 255 791 5288 0 0 0 711 0 110 0 0 0 52 32 0 0 0 0 0 0 0 0 6 0 0 0 0 106 20 667 0 0 15 0 10 0 0 0 0 20 474 6365 1916 0 28886 0 0 0 0 0 0 27 318 103 13219 28 31723 216 0
D_R111_1 X111 Hybrid D Root 1 P01 94 6 651 0 0 0 2993 5 1636 0 0 0 209 147 0 0 0 0 0 0 0 0 0 0 0 0 0 6704 2 68 0 0 0 0 83 0 0 2 579 9 7351 3255 775 0 36349 0 0 0 0 0 0 0 1390 780 10609 0 15 20 0
D_R111_2 X111 Hybrid D Root 2 P01 73 15 2192 0 0 0 1412 0 563 0 0 0 315 42 0 0 0 0 0 0 0 4 5 0 0 0 0 47 9 105 0 0 0 0 29 0 984 2 0 4 335 7843 9725 0 26654 0 0 0 0 0 0 0 58 89 6988 17 17 158 3
D_R111_3 X111 Hybrid D Root 3 P01 74 417 12859 0 0 0 342 0 49 0 0 0 42 115 0 0 0 0 0 0 0 0 0 0 0 0 0 59 72 69 0 0 7 0 6 0 0 0 0 5 248 958 1261 0 65100 0 0 0 0 0 0 22 1601 112 2640 9 1503 28 0
D_R112_1 X112 Hybrid D Root 1 P15 68 206 2853 0 0 0 4776 6 402 0 0 0 461 102 0 0 0 0 0 0 0 0 0 0 0 0 0 416 0 45 0 0 2177 0 13 0 2 0 5 7 477 1525 9759 0 30257 0 0 0 0 0 0 0 38 96 6655 0 28 59 0
D_R112_2 X112 Hybrid D Root 2 P15 24 39 2254 0 0 0 697 5 270 0 0 0 96 12 0 0 0 0 0 0 0 0 6 0 0 0 0 98 6 63 0 0 0 0 55 0 6 34 0 0 596 911 2218 0 48091 0 0 0 0 0 0 233 49 108 3999 6 53 78 2
D_R112_3 X112 Hybrid D Root 3 P15 105 140 3109 0 0 0 583 0 34 0 0 0 35 26 0 0 0 0 0 0 0 0 0 0 0 0 0 16138 0 64 0 0 9 0 11 0 0 0 0 11 1686 8037 12343 0 30500 0 0 0 0 0 0 9 83 96 6439 8 1596 112 0
D_R113_1 X113 Hybrid D Root 1 P10 53 5 3123 0 0 0 1283 10 222 0 0 0 244 30 0 0 0 0 0 0 0 0 0 0 0 0 0 557 0 53 0 0 14 0 0 0 82 5 9 0 687 1049 6290 0 9687 0 0 0 0 0 0 0 34 377 58778 0 88 33 0
D_R113_2 X113 Hybrid D Root 2 P10 145 58 3130 0 0 0 1529 10 1183 0 0 0 349 104 0 0 0 0 0 0 0 0 0 0 0 0 0 11116 2 5118 0 0 0 0 13 0 0 11 86 5 9718 785 5708 0 15231 0 0 0 0 0 0 0 36 8132 7752 14 1049 81 11
D_R113_3 X113 Hybrid D Root 3 P10 159 259 14570 0 0 0 1310 2 245 0 0 0 190 25 0 0 0 0 0 0 0 0 0 6 0 0 0 108 2 52 0 0 4 0 82 0 10 0 0 15 1936 2175 1291 0 29550 0 0 0 0 0 0 6 113 71 13069 11 750 753 0
D_R114_1 X114 Hybrid D Root 1 P04 44 5 1174 0 0 0 1730 2 321 0 0 0 1612 43 0 0 0 0 0 0 0 0 0 0 0 0 0 473 0 19 0 0 4 0 31 0 0 2 9 0 491 373 3036 0 23189 0 0 0 0 0 0 0 21 648 6475 0 49 47 0
D_R114_2 X114 Hybrid D Root 2 P04 94 20 4485 0 0 0 713 0 791 0 0 0 356 43 0 0 0 0 0 0 0 21 13 0 0 0 0 339 0 67 0 0 209 0 50 0 7 0 0 3 1415 9975 33476 0 27694 0 0 0 0 0 0 84 31 57 3792 4 28 97 0
D_R114_3 X114 Hybrid D Root 3 P04 149 199 4122 0 0 0 643 10 234 0 0 0 45 43 0 0 0 0 0 0 0 0 0 0 0 0 0 17755 0 29 0 0 8 0 4 0 0 0 0 199 720 5522 13219 0 11258 0 0 0 0 0 0 78 94 1513 15051 7 406 1195 0
D_R115_1 X115 Hybrid D Root 1 P01 172 137 1370 0 0 0 1207 0 484 0 0 0 358 55 0 6 0 0 0 0 0 0 54 0 0 0 0 29533 0 479 0 0 0 0 79 0 0 20 25 0 7749 1656 3148 0 2111 0 0 0 0 0 0 0 1157 233 12462 0 819 11 2
D_R115_2 X115 Hybrid D Root 2 P01 89 93 1690 0 0 0 691 0 319 0 0 0 416 78 0 0 0 0 0 0 0 0 6 0 0 0 0 143 49 24102 0 0 31 0 15 0 67 0 0 2 355 599 8853 0 32628 0 0 0 0 0 0 25 280 137 6411 12 8 8158 119
D_R115_3 X115 Hybrid D Root 3 P01 147 288 19490 0 0 0 709 17 755 0 0 0 42 19 0 0 0 0 0 0 0 5 0 0 0 0 0 8190 0 136 0 0 7 0 14 0 3 0 0 26 2394 1529 3337 0 9208 0 0 0 0 0 0 13 293 416 14606 78 719 44 0
D_R116_1 X116 Hybrid D Root 1 P15 105 330 3731 0 0 0 2939 0 399 0 0 0 606 73 0 3 0 0 0 0 0 0 55 0 0 0 0 551 0 7277 0 0 2 0 90 0 0 25 0 12 2031 561 5102 0 1228 0 0 5 8 0 0 0 499 30 13066 0 914 31 0
D_R116_2 X116 Hybrid D Root 2 P15 40 73 5558 0 0 0 662 0 119 0 0 0 129 13 0 0 0 0 0 0 0 0 4 0 0 0 0 297 4 118 0 0 0 0 17 0 8 0 0 4 474 13002 29575 0 57259 0 0 0 0 0 0 36 66 97 2452 14 44 70 5
D_R116_3 X116 Hybrid D Root 3 P15 119 452 32541 0 0 0 442 0 136 0 0 0 57 26 3 0 0 0 0 0 0 0 4 0 0 0 0 1989 5 73 0 0 18 0 25 0 0 17 0 7 419 1837 2987 0 17147 0 0 5 0 0 0 8 206 58 12676 13 517 144 0
D_R117_1 X117 Hybrid D Root 1 P04 186 50 798 0 0 0 1917 7 3411 0 0 0 324 37 0 0 0 0 0 0 0 0 5 0 0 0 0 24580 0 40 0 0 3 0 18 0 9 9 0 17 1074 416 6608 0 2220 0 0 0 0 0 0 0 70 532 9471 0 101 22 0
D_R117_2 X117 Hybrid D Root 2 P04 51 340 8136 0 0 0 842 7 616 0 0 0 29 40 0 0 0 0 0 0 0 0 167 0 0 0 0 43 241 107 0 0 2 0 25 0 7 0 0 3 2330 6180 18395 0 35854 0 0 0 0 0 0 108 641 98 11072 135 23 59 4
D_R117_3 X117 Hybrid D Root 3 P04 37 495 7378 0 0 0 232 0 188 0 0 0 181 22 136 0 0 0 0 0 0 0 72 0 0 0 0 134 0 48 0 0 590 0 9 0 0 0 0 7 431 761 2693 0 64042 0 0 0 0 0 0 14 245 47 4867 15 1161 29 0
D_R118_1 X118 Hybrid D Root 1 P15 65 0 377 0 0 0 1018 9 226 0 0 0 92 46 0 3 0 0 0 0 0 0 0 0 0 0 0 925 0 27 0 0 165 0 553 0 95 0 0 0 349 916 864 0 44736 0 0 0 0 0 0 0 28 112 4073 0 160 6 0
D_R118_2 X118 Hybrid D Root 2 P15 152 169 8915 0 0 0 1931 0 1804 0 0 0 572 22 0 0 0 0 0 0 0 0 0 0 0 0 0 397 7 140 10 0 0 0 28 0 27 0 0 3 5006 2230 17430 0 47890 0 0 0 0 0 0 3 75 223 9585 14 26 73 2
D_R118_3 X118 Hybrid D Root 3 P15 148 223 12939 0 0 0 314 0 283 0 0 0 196 59 0 3 0 0 0 0 0 0 0 0 0 0 0 374 13 350 0 0 1720 0 14 0 0 2 0 16 439 10760 4340 0 37873 0 0 0 0 0 0 35 859 113 11892 70 1754 125 0
D_R119_1 X119 Teosinte D Root 1 P15 105 7 588 0 0 4 1247 0 88 0 0 0 152 21 0 0 0 0 0 0 0 0 13 0 0 0 0 12328 12 370 0 0 4 0 25 0 7 5 0 19 745 1421 1381 0 5198 0 0 0 0 0 0 2 253 119 9668 0 85 26 0
D_R119_2 X119 Teosinte D Root 2 P15 233 35 23398 0 0 0 1237 0 2680 0 0 0 3400 85 0 0 0 5 0 0 0 68 5 0 0 0 0 182 5 59 102 0 3 0 173 0 4 4 0 9 216 1853 4032 0 3763 0 0 2 0 0 0 4 31 120 6997 3 44 30 2
D_R119_3 X119 Teosinte D Root 3 P15 143 121 17863 0 0 0 3089 0 84 0 0 0 173 100 0 0 0 0 0 0 0 0 4 0 0 0 0 59289 0 87 0 0 0 0 27 0 29 0 0 0 895 1500 1573 0 11435 0 0 0 0 0 0 13 30 251 3738 15 1278 9 0
D_R12_1 X12 Landrace D Root 1 P04 44 119 4582 0 0 0 469 0 101 0 0 0 0 26 0 0 0 0 0 0 0 0 3 0 0 0 0 59 0 6276 0 0 6 0 6 0 2 3 0 0 192 798 904 0 43618 0 0 0 0 0 0 6 124 128 2098 2 183 34 0
D_R12_2 X12 Landrace D Root 2 P04 109 113 5568 0 0 0 649 7 53 0 0 0 20 36 0 0 0 0 0 0 0 0 11 0 0 0 0 139 187 5037 0 0 0 0 4 0 51 0 0 8 142 1358 1964 0 38323 0 0 0 0 0 0 5 173 290 2970 73 15 44 0
D_R12_3 X12 Landrace D Root 3 P04 314 269 11876 0 0 0 798 0 514 0 0 0 124 310 0 0 0 0 0 0 0 0 0 0 0 0 0 89 41 77 0 0 0 0 11 0 0 0 0 0 1960 897 799 0 31610 0 0 4 0 0 0 13 489 55 10646 40 122 62 0
D_R120_1 X120 Teosinte D Root 1 P10 331 59 524 0 0 3 1041 0 541 0 0 0 189 126 0 0 0 0 0 0 0 0 16 0 0 0 0 2925 10 49 0 0 6 0 63 0 5 0 0 0 419 400 20379 0 14127 0 0 0 0 0 0 2 125 376 8958 0 190 25 0
D_R120_2 X120 Teosinte D Root 2 P10 630 22 1639 0 0 0 1579 2 719 0 0 0 578 206 0 0 0 0 0 0 0 2 49 0 0 0 0 28 52 23 0 0 0 0 178 0 17 11 0 19 84 149 28537 0 25440 0 0 0 0 0 0 5 114 41 12842 26 312 18 8
D_R120_3 X120 Teosinte D Root 3 P10 116 19 7702 0 0 0 475 0 15 0 0 0 111 21 38 0 0 0 0 0 0 0 0 0 0 0 0 315 4 7 0 0 293 0 27 0 22 0 0 5 281 920 5486 0 9227 0 0 0 0 0 0 20 29 13 3795 93 47 24 0
D_R121_1 X121 Teosinte D Root 1 P04 418 28 1422 0 0 8 896 0 249 0 0 0 83 23 19 0 0 0 0 0 0 15 161 0 0 0 0 2876 22 50 0 0 12 0 372 0 97 8 3 11 424 793 1607 0 3327 0 0 2 0 0 0 49 321 310 30192 0 57 45 0
D_R121_2 X121 Teosinte D Root 2 P04 517 381 3540 0 0 0 1393 5 571 0 0 12 370 15 4 0 0 0 0 0 0 0 72 0 0 0 0 1873 742 296 0 0 0 0 11 2 5 8 4 465 535 1281 1970 0 9016 0 0 18 0 0 4 0 670 645 16298 4 130 59 27
D_R121_3 X121 Teosinte D Root 3 P04 93 115 21752 0 0 0 2166 2 97 0 0 0 335 178 0 0 0 0 0 0 0 7 8 0 0 0 0 932 4 83 0 0 4 0 132 0 31 0 0 6 7968 53823 860 0 4727 0 0 0 0 0 0 6 38 77 3263 6 89 119 4
D_R122_1 X122 Teosinte D Root 1 P10 117 5 9960 0 0 0 738 0 208 0 0 0 245 27 0 0 0 0 0 0 0 0 6 0 0 0 0 43639 0 47 0 0 0 0 53 0 46 7 0 0 721 180 706 0 1576 0 0 20 0 0 0 0 74 176 4927 0 80 20 0
D_R122_2 X122 Teosinte D Root 2 P10 291 26 5004 0 0 0 1841 7 816 0 0 0 517 27 0 0 0 2 0 0 0 0 107 9 0 0 0 143 0 801 0 0 0 0 350 0 3 18 0 14 125 437 2861 0 33617 0 0 0 0 0 3 0 16 67 4592 0 21 105 7
D_R122_3 X122 Teosinte D Root 3 P10 902 347 13446 0 0 0 2765 24 523 0 0 0 1704 765 0 0 0 7 0 0 0 2 84 0 0 0 0 268 977 380 0 0 46 0 393 0 3 0 0 8 1039 2079 1466 0 3324 5 0 0 0 0 0 112 181 63 17185 11 875 14 0
D_R123_1 X123 Teosinte D Root 1 P15 331 52 15419 0 0 0 1014 8 775 0 0 0 612 49 0 10 0 0 0 0 0 0 178 0 0 0 0 30265 0 133 0 0 11 0 128 0 22 0 3 29 818 1937 5030 0 671 0 0 0 0 0 0 0 53 52 11475 0 191 674 0
D_R123_2 X123 Teosinte D Root 2 P15 992 1834 3084 0 0 0 2323 0 780 0 0 3 1725 60 0 0 0 0 0 0 0 2 268 0 0 0 0 19 0 534 55 0 0 0 230 0 32 3 0 5 128 259 9213 0 2761 0 0 0 0 0 0 0 10 7 14174 0 12 38 5
D_R123_3 X123 Teosinte D Root 3 P15 247 105 15267 0 0 0 1090 6 30 0 0 0 205 24 0 0 0 5 0 0 0 29 174 0 0 0 0 28380 6 4 0 0 3015 0 11 0 8 0 0 0 176 890 1110 0 1360 0 0 0 0 0 7 6 219 35 11758 5 243 4 0
D_R124_1 X124 Teosinte D Root 1 P01 118 47 15207 0 0 0 3209 0 172 0 0 0 581 208 0 47 0 0 0 0 0 0 0 0 0 0 0 633 0 43 0 0 0 0 76 0 16 0 0 4 750 559 827 0 1468 0 0 0 2 0 0 0 54 41 22719 0 212 22 0
D_R124_2 X124 Teosinte D Root 2 P01 210 41 8617 0 0 0 1586 2 389 0 0 0 361 38 0 0 0 0 0 0 0 0 18 0 0 0 0 16 15 29 0 0 0 0 124 0 22 170 0 12 754 618 6580 0 45815 0 0 0 0 0 0 0 86 19 5492 0 37 418 0
D_R124_3 X124 Teosinte D Root 3 P01 266 2499 12725 0 0 0 1369 0 32 0 0 0 86 16 0 0 0 0 0 0 0 0 29 0 0 0 0 241 4 31 0 0 25 0 610 0 62 53 14 0 15216 6517 3507 0 2978 0 0 0 0 0 5 5 193 67 28664 207 185 41 0
D_R125_1 X125 Teosinte D Root 1 P01 15 0 377 0 0 0 396 0 223 0 0 0 34 14 0 1821 0 0 0 0 0 0 0 0 0 0 0 244 0 18 0 0 0 0 4 0 8 0 0 0 173 431 1991 0 2003 0 0 2 0 0 0 0 17 27 19387 0 124 141 0
D_R125_2 X125 Teosinte D Root 2 P01 165 41 1885 0 0 0 2748 67 830 0 0 27 790 59 0 0 0 0 0 0 0 0 99 0 0 0 0 87 12 11 0 0 0 0 765 0 87 2288 0 18 654 503 2188 0 5672 0 0 0 0 0 0 2 53 11 43038 0 5 21 0
D_R125_3 X125 Teosinte D Root 3 P01 289 150 10611 0 0 2 216 0 26 0 0 0 79 38 0 0 0 0 0 0 0 0 47 0 0 0 0 42252 8 47 0 0 39 0 31 0 4 0 0 0 154 1036 1060 0 6585 0 0 2 0 0 5 0 41 165 38697 38 161 12 0
D_R126_1 X126 Teosinte D Root 1 P15 736 0 5888 0 0 0 877 0 965 0 0 0 114 20 0 9 0 0 0 0 0 0 14 0 0 0 0 43964 0 51 0 0 0 0 18 0 3 0 9 12 1241 319 984 0 1218 0 0 0 0 0 0 0 161 212 7646 0 35 37 0
D_R126_2 X126 Teosinte D Root 2 P15 997 82 2218 0 0 3 1231 4 2369 0 0 0 181 16 0 0 0 0 0 0 0 8 139 0 0 0 0 151 0 70 0 0 0 0 40 0 2 52 0 13 372 2291 47648 0 26104 0 0 0 0 0 0 0 83 177 14492 0 40 69 0
D_R126_3 X126 Teosinte D Root 3 P15 109 50 8530 0 0 0 1387 0 121 0 0 2 1503 16 0 0 0 0 0 0 0 0 5 0 0 0 0 163 9 111 0 0 1594 0 96 0 0 0 0 63 203 620 957 0 2581 0 0 0 0 0 0 108 88 21 16298 3 5481 0 3
D_R127_1 X127 Teosinte D Root 1 P04 240 59 3476 0 0 0 1240 10 528 0 0 0 401 244 0 11 0 10 0 0 0 130 5 0 0 0 0 3242 0 340 0 0 29 0 122 0 13 0 0 0 806 711 967 0 27872 0 0 0 0 0 0 0 35 56 18811 0 101 41 0
D_R127_2 X127 Teosinte D Root 2 P04 1632 19 5779 0 0 0 773 8 145 0 0 2 422 12 0 0 0 0 0 0 0 2 8 0 0 0 0 33 0 1747 0 0 240 0 322 0 42 9 0 109 568 430 34619 5 2167 0 0 0 0 0 0 3 6 101 8054 0 106 67 2
D_R127_3 X127 Teosinte D Root 3 P04 311 352 32114 0 0 0 623 2 953 0 0 0 320 14 0 0 0 4 0 0 19 0 0 5 4 0 0 1510 13 465 0 0 30 0 50 0 0 0 0 3 247 38659 716 0 2810 0 0 0 0 0 14 0 136 103 7066 50 186 40 0
D_R128_1 X128 Teosinte D Root 1 P10 195 7 3451 0 0 0 1957 9 356 0 0 0 185 231 0 0 0 0 0 0 0 0 38 0 0 0 0 27776 0 39 0 0 10 0 21 0 8 3 0 2 365 412 1001 0 13587 0 0 3 0 0 0 0 31 1218 13451 0 443 41 0
D_R128_2 X128 Teosinte D Root 2 P10 1643 253 5314 0 0 0 1665 2 378 0 2 0 324 20 0 0 0 0 0 0 0 0 176 0 0 0 0 115 0 377 3 0 31 0 53 0 179 15 0 34 341 1275 6191 0 5778 4 0 0 3 0 0 12 256 44 34010 0 15 167 21
D_R128_3 X128 Teosinte D Root 3 P10 773 350 22704 0 0 0 435 0 32 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9600 49 45 0 0 44 0 106 0 2 0 0 0 89 794 2829 0 37643 0 0 0 0 0 0 361 63 123 3988 25 135 29 0
D_R129_1 X129 Teosinte D Root 1 P10 388 53 3549 0 0 0 1132 0 983 0 0 0 182 43 0 7 0 4 0 0 0 0 4 0 0 0 0 23737 0 37 0 0 0 0 19 0 0 0 0 0 727 171 22809 0 5813 0 0 0 0 0 0 0 36 319 9282 0 111 619 0
D_R129_2 X129 Teosinte D Root 2 P10 329 1196 26369 0 0 0 1410 2 162 0 0 0 496 21 0 0 0 0 0 0 0 2 37 2 0 0 0 3817 10 84 2 0 0 0 69 0 6 3 0 0 122 497 29254 0 6563 0 0 0 0 0 0 48 124 11 5490 9 212 14 4
D_R129_3 X129 Teosinte D Root 3 P10 232 1890 13158 0 0 0 920 0 29 0 0 0 0 0 0 6 0 0 0 0 0 0 110 0 0 0 0 223 9 237 0 0 10 0 38 0 8 0 0 8 118 678 3601 0 20728 0 0 0 0 0 181 0 201 18 16591 124 367 0 8
D_R13_1 X13 Landrace D Root 1 P15 91 2119 3619 0 0 0 2774 9 1741 0 0 0 276 118 0 0 0 0 0 0 0 0 0 0 0 0 0 313 948 28 0 0 7 0 91 0 0 4365 0 0 1961 244 4319 0 2431 0 0 0 0 0 0 0 338 85 27287 0 99 33 0
D_R13_2 X13 Landrace D Root 2 P15 46 13 2169 0 0 0 563 0 267 0 0 0 22 51 0 0 0 14 0 0 0 0 0 0 0 0 0 22 427 6477 0 0 0 0 93 0 71 2 0 99 247 700 1236 0 40636 0 0 0 0 0 0 59 1436 222 2611 5506 26 32 33
D_R13_3 X13 Landrace D Root 3 P15 110 201 2963 0 0 0 625 8 537 0 0 0 46 115 0 0 0 0 0 0 0 0 0 0 0 0 0 862 15 78 0 0 0 0 16 0 0 0 0 39 668 808 1250 0 64474 0 0 0 0 0 0 4720 426 242 9840 38 62 81 0
D_R14_1 X14 Landrace D Root 1 P04 90 96 1365 0 0 0 1029 11 202 0 0 0 143 180 4 0 0 0 0 0 0 0 79 0 0 0 0 382 0 71 0 0 2 0 276 0 0 14 0 27 3627 2532 661 0 45264 0 0 0 0 0 0 0 73 138 19892 0 192 5 0
D_R14_2 X14 Landrace D Root 2 P04 54 6 2200 0 0 0 333 0 124 0 0 0 9 85 4 0 0 0 0 0 0 0 14 0 0 0 0 207 6 59 0 0 0 0 89 0 58 0 0 25 137 714 3498 0 50755 0 0 3 0 0 0 6 110 37 4330 88 70 0 2
D_R14_3 X14 Landrace D Root 3 P04 95 246 9676 0 0 0 350 4 121 0 0 0 24 9 0 0 0 0 0 0 0 0 7 0 0 0 0 609 23 327 0 0 0 0 4 0 3 0 0 23 22634 1336 48717 0 6103 0 0 0 0 0 0 25 2306 673 7133 99 233 21 0
D_R15_1 X15 Landrace D Root 1 P01 60 6 1592 0 0 0 3699 0 1736 0 0 0 143 477 0 0 0 0 0 0 0 0 0 0 0 0 0 2044 15 313 0 0 0 0 637 0 0 0 0 7 3451 3772 1574 0 1144 0 0 0 0 0 0 111 274 78 19634 0 9928 61 0
