CK	D	LN	LP	
ASV350	0.342088315	0.210715666	0.088872781	0.440441423
ASV120	0.449622186	0.088573923	0.301362537	0.335851772
ASV143	2.07E-07	4.16E-07	1.47E-07	1.15E-06
ASV277	0.362768984	0.299413684	0.216373193	0.142515337
ASV139	0.158082819	5.95E-07	6.49E-07	0.205414973
ASV34	0.433968595	0.090190579	0.267565662	0.381952797
ASV276	0.0841789	0.007148366	0.195972186	0.294281596
ASV452	1.48E-07	0.193802737	0.148881342	1.62E-07
ASV92	0.07122898	0.300659635	0.220246995	0.386405287
ASV242	0.086783867	0.17951519	0.113773671	0.19032914
ASV514	1.60E-07	1.23E-07	0.213119693	7.10E-07
ASV603	0.040582535	3.44E-07	0.191509478	0.074858517
ASV538	0.086774343	0.165146318	0.251455487	9.49E-07
ASV489	0.08290319	0.170958888	0.18414587	0.014776801
ASV456	1.22E-07	7.33E-07	0.153199285	0.193259307
ASV645	3.04E-07	0.129501427	1.52E-06	0.261032915
ASV550	1.65E-06	1.25E-07	0.175293268	0.033986834
ASV673	0.060667085	0.205443373	3.89E-07	0.334693712
ASV362	0.002901043	0.307047163	9.61E-07	0.126470118
ASV713	1.22E-07	9.45E-07	1.74E-06	0.145231617
ASV392	1.38E-07	0.130060901	0.047625584	0.144835725
ASV626	1.42E-07	0.049841101	0.202731297	1.58E-07
ASV582	3.39E-07	1.43E-07	0.124377721	1.52E-07
ASV253	8.75E-07	0.11296193	0.160280367	1.05E-06
ASV536	9.72E-07	0.073208333	0.179549431	9.17E-07
ASV668	1.32E-07	1.80E-06	0.110023503	0.121556162
ASV421	0.06105161	0.023467331	0.105779592	0.101145332
ASV177	1.33E-07	1.51E-06	0.178300238	0.114580983
ASV369	2.15E-07	0.060192813	0.085689519	0.0852251
ASV398	0.173719705	1.59E-07	0.14772268	0.190125192
ASV769	1.66E-07	1.31E-07	1.40E-07	1.69E-06
ASV67	0.177376244	0.063734292	0.148028418	0.206579563
ASV50	6.21E-07	0.127953271	0.282516167	0.14745418
ASV471	1.64E-06	0.029376213	1.47E-07	0.282954542
ASV818	0.15369663	1.49E-07	1.34E-07	0.184199324
ASV364	0.039082068	6.99E-07	0.165678401	0.211081467
ASV791	0.102890886	3.04E-07	0.252238347	0.144871191
ASV714	0.160280882	1.57E-07	0.261654707	4.58E-07
ASV576	0.087582718	0.222835733	0.236018045	0.106495978
ASV389	0.079431704	0.036210742	0.124114676	0.215473361
ASV191	0.149120355	0.173363543	0.363746798	0.083167589
ASV194	0.057047163	1.34E-07	0.323990477	0.189001101
ASV428	0.184898703	5.52E-07	0.209336419	0.264407835
ASV358	0.014642581	0.257946186	0.349182075	0.341337839
ASV361	1.14E-06	4.16E-07	0.325731091	0.069082541
ASV568	1.38E-06	1.45E-07	0.283267669	0.135583245
ASV739	1.10E-06	1.83E-07	0.105378791	0.184588517
ASV690	1.16E-06	1.79E-06	1.82E-06	1.79E-06
ASV316	0.103056791	0.165655921	7.18E-07	0.326762832
ASV640	0.125267911	0.129172661	0.106895795	0.364756269
ASV461	0.014655367	1.37E-07	1.50E-07	0.100023384
ASV419	0.055365402	0.041833392	0.12241744	0.277768372
ASV283	0.050101732	0.163285615	0.095994135	0.437041525
ASV1452	1.33E-07	1.62E-07	1.88E-06	0.112530732
ASV776	0.037691415	3.04E-07	0.058553921	0.01054565
ASV169	1.44E-07	0.065534247	0.227038087	0.205473694
ASV247	1.44E-07	1.71E-06	6.64E-07	0.35384157
ASV379	0.114278715	0.070214162	2.65E-07	0.354503191
ASV875	0.068009912	0.054212718	1.65E-07	0.060026171
ASV157	0.146178101	0.081436967	0.111739575	0.258464995
ASV589	3.04E-07	5.06E-07	0.30271708	0.325081632
ASV596	1.74E-06	0.113500016	1.56E-07	0.082447208
ASV282	0.139463305	1.70E-06	0.037508973	0.189322632
ASV559	3.96E-07	1.28E-07	2.16E-07	0.225434688
ASV385	1.01E-06	0.029809203	0.222840703	0.298932859
ASV204	1.26E-06	1.12E-06	0.152790811	0.283984618
ASV606	0.019559165	4.41E-07	0.175140416	0.38196107
ASV473	0.199789923	0.253469378	0.08328225	0.353763614
ASV425	0.048129978	0.034320356	1.59E-07	0.128492363
ASV309	0.172752438	1.53E-07	0.188987758	0.329456487
ASV744	6.74E-07	0.073806655	1.53E-06	1.50E-07
ASV821	0.207961629	7.78E-07	1.69E-06	0.140396824
ASV98	0.273372019	1.39E-07	0.094835475	0.347104811
ASV682	7.21E-07	3.04E-07	4.54E-07	0.210796996
ASV530	1.46E-07	0.010015486	0.057739654	1.56E-07
ASV620	0.023617019	1.78E-06	0.14727546	0.000382212
ASV375	1.58E-07	0.123161701	0.063450648	0.245493588
ASV1168	3.91E-07	0.057324228	1.63E-07	0.110456576
ASV356	0.231227055	1.87E-06	0.109957361	0.301527229
ASV384	0.198767895	6.75E-07	1.42E-07	0.287680658
ASV562	0.277001017	0.170937689	0.082152342	0.217853041
ASV814	0.000630126	6.82E-07	7.36E-07	0.034132679
ASV432	0.217581503	0.218114049	0.133988187	0.427027578
ASV109	0.172566505	0.08104828	5.16E-07	0.332726177
ASV270	0.183059898	0.05133873	0.231819831	0.341445433
ASV410	0.248086441	3.87E-07	0.105396016	0.244563116
ASV612	1.66E-06	6.84E-07	0.193470969	0.219346006
ASV503	0.178627589	1.42E-07	0.111448586	0.210226091
ASV565	1.62E-06	1.45E-06	0.132013937	0.289233069
ASV269	1.64E-07	0.227697472	0.093449706	0.313170817
ASV238	0.101794999	0.102187246	1.37E-07	0.199900448
ASV661	9.72E-07	0.156912169	1.46E-07	0.129151441
ASV337	0.163494657	0.115403825	6.65E-07	0.410208058
ASV825	0.050726458	1.71E-06	0.163388453	0.208637639
ASV841	0.181038895	9.05E-07	4.59E-07	1.35E-07
ASV403	0.147108334	6.94E-07	0.174032563	1.43E-07
ASV725	1.40E-07	1.45E-07	0.206109466	0.209045892
ASV610	0.132351425	0.063943621	0.100450538	0.337759067
ASV475	1.43E-07	0.080495523	0.171371059	0.444290495
ASV178	9.03E-07	0.023135392	0.212460488	0.187516202
ASV344	0.13507202	8.17E-07	0.45127747	0.128674529
ASV608	0.294291201	0.117361208	0.291843559	0.106976848
ASV490	1.56E-06	9.28E-07	0.176435108	0.37053091
ASV605	0.071265812	0.140649172	0.302084997	0.224953357
ASV613	0.056778581	0.026142543	0.15245152	0.300516876
ASV150	0.007034401	0.178404435	0.227977677	0.231195252
ASV402	0.128476774	0.159716055	0.14545625	0.010305085
ASV39	1.47E-06	1.67E-07	0.33960491	0.030363717
ASV221	1.83E-06	1.38E-07	0.372065831	0.09279203
ASV501	6.91E-07	1.84E-06	1.74E-06	0.060326017
ASV1017	0.165345491	1.20E-06	0.329858429	0.166175258
ASV170	4.44E-07	1.22E-07	0.491915397	0.091466899
ASV735	0.032387962	0.08836879	0.241386803	0.062410996
ASV153	1.72E-07	8.09E-07	0.151605122	0.19506944
ASV122	0.117077337	0.142203557	0.123842152	0.295063151
ASV100	2.15E-07	0.160089378	0.381503563	0.181871544
ASV598	3.04E-07	1.71E-06	0.214394095	0.20068298
ASV145	1.63E-07	0.11440371	0.066833112	0.245373054
ASV195	0.176534478	1.31E-07	0.013081202	0.298362287
ASV186	0.105610298	0.026407377	0.24002023	0.102600583
